code,name,type,icb_name,easting,northing,nhs_private,avg_deprivation
V82510,Birmingham Dental Specialists,Dental service,Birmingham and Solihull,406320,286333,P,3.677573204575156
V04832,Dental Surgery,Dental service,Birmingham and Solihull,409678,285369,D,1
V04913,Dental Surgery,Dental service,Birmingham and Solihull,409473,285943,D,1.0758115998095399
V04896,Dental Surgery,Dental service,Birmingham and Solihull,410177,285527,D,1.099155026489719
V28583,Grantham Road (Dental Surgery),Dental service,Birmingham and Solihull,408840,284968,D,1.0019273822691477
V04866,Dental Surgery,Dental service,Birmingham and Solihull,409080,284450,D,1.0595784283064187
V04874,Dental Surgery,Dental service,Birmingham and Solihull,410360,283952,D,1.620972466944705
V04361,Stratford Road (Dental Surgery),Dental service,Birmingham and Solihull,409402,283574,D,1.6233616868620389
V28584,Stratford Road (Dental Surgery),Dental service,Birmingham and Solihull,409720,282958,D,2.158933106498057
V04838,Dental Surgery,Dental service,Birmingham and Solihull,409713,282898,D,2.2038834251567163
V04894,Prime Dental Surgery,Dental service,Birmingham and Solihull,409182,283942,D,1.3154518166187896
V04817,Dental Surgery,Dental service,Birmingham and Solihull,408460,284152,D,1.105626945206303
V04909,Dental Surgery,Dental service,Birmingham and Solihull,408463,284475,D,1.014466605195072
V08191,S. Birmingham Community Health,Dental service,Birmingham and Solihull,407711,284387,D,1.1010677163087024
V04898,Dental Surgery,Dental service,Birmingham and Solihull,407742,284140,D,1.1885330265602525
V01334,Dental Surgery,Dental service,Birmingham and Solihull,409644,281767,D,3.259405657320284
V01185,Dental Surgery,Dental service,Birmingham and Solihull,407588,283172,D,2.428807132952152
V85778,Mango Tree Dental,Dental service,Birmingham and Solihull,408095,283085,P,2.4988467680064694
V01193,Dental Surgery,Dental service,Birmingham and Solihull,409003,279103,D,3.1226372024826903
V01200,Dental Surgery,Dental service,Birmingham and Solihull,407736,278606,D,3.56831787510327
V01202,Dental Surgery,Dental service,Birmingham and Solihull,406089,278803,D,2.5102726491069602
V07264,Dental Surgery,Dental service,Birmingham and Solihull,407149,280635,D,4.11721823447732
V01183,Dental Surgery,Dental service,Birmingham and Solihull,407402,280527,D,4.31362043765594
V01217,James Hull Dental Care,Dental service,Birmingham and Solihull,407359,281787,D,4.246900131196125
V01204,Midlands Smile Centres,Dental service,Birmingham and Solihull,406426,281068,D,3.3972888694480976
V01186,Dental Surgery,Dental service,Birmingham and Solihull,405719,286029,D,3.46069903888056
V28579,Attwood Green Health Centre,Dental service,Birmingham and Solihull,406317,286062,D,3.447687805119056
V83108,Mycol Ltd,Dental service,Birmingham and Solihull,406201,285707,P,3.1504073603330247
V10129,Pritchatts Road (Dental Surgery),Dental service,Birmingham and Solihull,404311,284212,D,5.122942574342507
V83225,Highfield Dental Clinic,Dental service,Birmingham and Solihull,405080,285895,P,3.5659302096359635
V83317,Signature Orthodontics Ltd,Dental service,Birmingham and Solihull,405070,285753,P,3.681434883049496
V01208,Dental Surgery,Dental service,Birmingham and Solihull,404770,285640,D,4.062093277519899
V82612,Nursery Road Dental Practice,Dental service,Birmingham and Solihull,403928,284887,P,5.88435589958046
V83128,Liberty Place,Dental service,Birmingham and Solihull,405696,286826,P,3.6387716691346226
V04828,Dental Surgery,Dental service,Birmingham and Solihull,404939,286534,D,2.7941695990457975
V01223,Dental Surgery,Dental service,Birmingham and Solihull,404274,286127,D,3.460348975737042
V80404,Edgbaston Orthodontics,Dental service,Birmingham and Solihull,404274,286127,P,3.460348975737042
V01195,Dental Surgery,Dental service,Birmingham and Solihull,403038,284227,D,4.902641661117291
V08239,Dental Surgery,Dental service,Birmingham and Solihull,403936,284650,D,5.48313364518129
V01444,Rooprai-Rooprai & Associates,Dental service,Birmingham and Solihull,402391,284019,D,3.80177533380182
V01209,Knightlow Road (Dental Surgery),Dental service,Birmingham and Solihull,403082,285541,D,4.7860474979727226
V01226,Dental Surgery,Dental service,Birmingham and Solihull,402608,284673,D,5.668198526779367
V08190,Dental Dept.,Dental service,Birmingham and Solihull,404272,288288,D,1.2986666977368084
V04912,Dental Surgery,Dental service,Birmingham and Solihull,403885,287642,D,2.0074737267104306
V13874,Synergy Dental Practice Limited,Dental service,Birmingham and Solihull,404357,287751,D,1.5865183330447996
V05354,Broadway Dental Suite,Dental service,Birmingham and Solihull,405252,287211,D,2.8424189581983548
V05873,Heathfield Road Dental Practice,Dental service,Birmingham and Solihull,406375,289958,D,1.1397276182093456
V05876,Birchfield Dental Practice,Dental service,Birmingham and Solihull,406708,289959,D,1.1292197677238587
V14946,Birchfield Road (Dental Surgery),Dental service,Birmingham and Solihull,406708,289959,D,1.1292197677238587
V04825,Dental Surgery,Dental service,Birmingham and Solihull,406924,289505,D,1.0936459441430992
V04840,Dental Surgery,Dental service,Birmingham and Solihull,406606,288866,D,1.1378491863499185
V04871,Dental Surgery,Dental service,Birmingham and Solihull,406243,289437,D,1.0083425726081527
V04914,Lozells Road (Dental Surgery),Dental service,Birmingham and Solihull,406646,289404,D,1.0325699680547407
V04810,Farm Street (Dental Surgery),Dental service,Birmingham and Solihull,406090,288667,D,1.4355969593195044
V82835,Mismile Birmingham,Dental service,Birmingham and Solihull,406950,286776,P,3.9972380059689243
V04835,Dental Surgery,Dental service,Birmingham and Solihull,407098,286929,D,4.043207656567323
V05051,Dental Surgery,Dental service,Birmingham and Solihull,404963,291433,D,3.6570410565042493
V04839,Dental Surgery,Dental service,Birmingham and Solihull,404970,290574,D,1.9017242856313856
V04863,Handsworth Dental Care,Dental service,Birmingham and Solihull,403489,289879,D,1.3709988041773409
V13853,78 Soho Road (Dental Practice),Dental service,Birmingham and Solihull,404996,289364,D,1.0157041579196646
V04897,Grove Lane Dental Surgery,Dental service,Birmingham and Solihull,404710,289925,D,1.2675805010949597
V04830,Dental Surgery,Dental service,Birmingham and Solihull,404234,290599,D,1.8822387231299849
V04902,Dental Surgery,Dental service,Birmingham and Solihull,404234,290599,D,1.8822387231299849
V28582,247-251,Dental service,Birmingham and Solihull,404515,289464,D,1.0698444128806701
V04904,Dental Surgery,Dental service,Birmingham and Solihull,404399,289517,D,1.1056867770377552
V02364,Dental Surgery,Dental service,Birmingham and Solihull,411656,292733,D,3.3126320682844193
V02329,Dental Surgery,Dental service,Birmingham and Solihull,410542,291441,D,1.4909601992784238
V81636,Stockland Green Health Centre,Dental service,Birmingham and Solihull,409777,291788,D,1.7188963625452078
V02366,Dental Surgery,Dental service,Birmingham and Solihull,410667,291675,D,1.5704468061925991
V02331,Smiles 4 U,Dental service,Birmingham and Solihull,410016,290373,D,1.2980416316226686
V02386,Dental Surgery,Dental service,Birmingham and Solihull,412353,285039,D,1.9602142541814382
V02356,Yew Tree Dental Surgery,Dental service,Birmingham and Solihull,412829,285474,D,2.5252612145546314
V02318,Bhandal Dental Practice,Dental service,Birmingham and Solihull,413235,284871,D,3.7737327603172734
V02304,Dental Surgery,Dental service,Birmingham and Solihull,413557,284941,D,4.130235472283928
V02382,Dental Surgery,Dental service,Birmingham and Solihull,414180,284043,D,4.378167134639947
V02360,Dental Surgery,Dental service,Birmingham and Solihull,414893,283925,D,4.1897090672649595
V02374,Coventry Road (Dental Surgery),Dental service,Birmingham and Solihull,415012,283795,D,4.381485187639979
V02334,Whitecross Dental Practice,Dental service,Birmingham and Solihull,412146,283192,D,2.1401605816643015
V02706,Dental Surgery,Dental service,Birmingham and Solihull,412225,283325,D,2.3250891602980417
V80163,Village Dental Surgery,Dental service,Birmingham and Solihull,412225,283325,P,2.3250891602980417
V01474,Dental Surgery,Dental service,Birmingham and Solihull,411917,283131,D,1.8820053942908248
V01196,Orthodontist Surgery,Dental service,Birmingham and Solihull,411400,282996,D,1.7542985456222417
V01436,Dental Surgery,Dental service,Birmingham and Solihull,411762,283111,D,1.7633431656134755
V01462,Dental Surgery,Dental service,Birmingham and Solihull,412049,283023,D,1.9426840597770993
V01438,Victoria Road (Dental Surgery),Dental service,Birmingham and Solihull,412356,282958,D,2.3602592786194703
V211879,Stratford Orthodontics,Dental service,Birmingham and Solihull,410311,282522,D,2.4414103423249167
V01477,Dental Surgery,Dental service,Birmingham and Solihull,410361,282719,D,2.226703549599231
V08202,Dental Surgery,Dental service,Birmingham and Solihull,410913,280827,D,4.656559222156983
V01430,Dental Surgery,Dental service,Birmingham and Solihull,411053,280575,D,4.8259693612470835
V01180,Sherwood Dental Practice,Dental service,Birmingham and Solihull,411305,281396,D,3.626051928225154
V01189,Dental Surgery,Dental service,Birmingham and Solihull,401689,282140,D,1.479153309304507
V11748,476 - 478 Bristol Road (Dental Practice),Dental service,Birmingham and Solihull,404785,283138,D,5.478055286790179
V01198,JD Dental Surgery,Dental service,Birmingham and Solihull,404938,282130,D,4.810371185484644
V01211,Oakville Dental Centre,Dental service,Birmingham and Solihull,403921,282067,D,4.792890211147658
V01222,Dental Surgery,Dental service,Birmingham and Solihull,403914,282959,D,4.689786095386224
V83214,Selly Park Dental Centre,Dental service,Birmingham and Solihull,405884,283117,P,5.156598306728758
V01464,South Birmingham Orthodontics,Dental service,Birmingham and Solihull,405831,282858,D,4.901202166146049
V45089,Cadbury Dental Practice (29 Sycamore Road),Dental service,Birmingham and Solihull,404555,281342,D,4.304760799035341
V01192,Dental Surgery,Dental service,Birmingham and Solihull,405389,280855,D,3.2346784587382005
V01194,Station Dental Practice,Dental service,Birmingham and Solihull,404768,279506,D,4.319641104778135
V08178,Northfield Health Centre,Dental service,Birmingham and Solihull,401744,279418,D,3.228371856940341
V01191,Dental Surgery,Dental service,Birmingham and Solihull,403220,279683,D,2.9871311153944413
V01212,Dental Surgery,Dental service,Birmingham and Solihull,401937,279172,D,3.398897911867669
V01225,Hilltop Dental Spa,Dental service,Birmingham and Solihull,401870,279182,D,3.3939549669593756
V01123,Dental Surgery,Dental service,Birmingham and Solihull,402813,277820,D,2.8357793945978536
V01478,Dental Surgery,Dental service,Birmingham and Solihull,401915,277309,D,3.181579132360686
V07263,Hollymoor Tower Dental Surgery,Dental service,Birmingham and Solihull,400177,278441,D,1.7476107480061611
V01190,Dental Surgery,Dental service,Birmingham and Solihull,399716,284889,D,4.642311272663026
V07262,Euro Dental Care,Dental service,Birmingham and Solihull,401334,284715,D,3.814402442105
V01479,Jiggins Lane (Dental Surgery),Dental service,Birmingham and Solihull,400409,282092,D,2.1405447700216045
V01187,Dental Surgery,Dental service,Birmingham and Solihull,399704,281750,D,2.471152743586457
V02370,21-21a Bell Lane (Dental Surgery),Dental service,Birmingham and Solihull,416289,286163,D,2.1991835692393167
V02295,Sheldon Dental Surgery,Dental service,Birmingham and Solihull,414393,286563,D,1.6117455073410314
V12804,Richmond Primary Care Centre,Dental service,Birmingham and Solihull,412491,286693,D,1.3123602026298198
V02291,Glebe Farm Dental Care,Dental service,Birmingham and Solihull,414146,287828,D,1.3548831393049758
V02327,Dental Surgery,Dental service,Birmingham and Solihull,415016,287160,D,1
V02380,Dental Surgery,Dental service,Birmingham and Solihull,414338,288962,D,2.250856923597653
V02325,Castle Dental Care,Dental service,Birmingham and Solihull,413991,291108,D,1.4038701659545532
V06779,Dental Surgery,Dental service,Birmingham and Solihull,415832,289949,D,5.208731988717222
V06784,Dental Surgery,Dental service,Birmingham and Solihull,415911,289353,D,3.874207014136786
V07890,Lansdown Dental Practice,Dental service,Birmingham and Solihull,417677,288296,D,2.279197232126929
V196059,Smith's Wood Medical Centre,Dental service,Birmingham and Solihull,417234,289494,D,2.523069057176117
V28581,Roughlea Avenue (Dental Surgery),Dental service,Birmingham and Solihull,413595,289456,D,2.3009004435598173
V06444,266 Bradford Road (Dental Practice),Dental service,Birmingham and Solihull,415229,289328,D,3.49574540844693
V07102,Dental Surgery,Dental service,Birmingham and Solihull,416829,286989,D,1.6403343710538745
V06772,Kingshurst Dental Surgery,Dental service,Birmingham and Solihull,417022,288476,D,2.0137536455773404
V06790,Wilkinson Dental Care,Dental service,Birmingham and Solihull,416891,285516,D,3.40155413603068
V32506,Hedingham Grove Dental Surgery,Dental service,Birmingham and Solihull,418555,286639,D,1.6689437925748871
V01221,Mydentist,Dental service,Birmingham and Solihull,404590,278355,D,2.546441858648149
V01199,Dental Surgery,Dental service,Birmingham and Solihull,404900,278769,D,2.9225704126995202
V01203,Dental Surgery,Dental service,Birmingham and Solihull,405133,278217,D,2.245145882466945
V08177,Hawkesley Health Centre,Dental service,Birmingham and Solihull,404350,277493,D,2.064052129958728
V04849,Dental Surgery,Dental service,Birmingham and Solihull,407502,287641,D,2.8488986049797846
V03318,Walsall Road (Dental Surgery),Dental service,Birmingham and Solihull,404944,293747,D,4.673804734758457
V12300,Walsall Road (Dental Surgery),Dental service,Birmingham and Solihull,406586,291983,D,3.253297353305087
V02401,Dental Surgery,Dental service,Birmingham and Solihull,408286,292938,D,2.0911023091083623
V28530,402-404 Kingstanding Road (Dental Practice),Dental service,Birmingham and Solihull,407800,293680,D,2.77599433356546
V13852,Dyas Road (Dental Surgery),Dental service,Birmingham and Solihull,406732,293947,D,3.7273004703661434
V02439,Dental Health Centre,Dental service,Birmingham and Solihull,407975,294945,D,2.3981312194477136
V01188,Dental Surgery,Dental service,Birmingham and Solihull,399003,278334,D,2.7402884128794356
V01210,17 Edgewood Road,Dental service,Birmingham and Solihull,400098,276787,D,3.402687019900998
V08189,Dental Dept.,Dental service,Birmingham and Solihull,399530,278019,D,2.29823632988212
V01465,Dental Surgery,Dental service,Birmingham and Solihull,406809,285064,D,1.908521726215367
V08170,Trinity Road (Dental Surgery),Dental service,Birmingham and Solihull,407531,290059,D,1.177797751170535
V24833,Community Dental Services,Dental service,Birmingham and Solihull,407851,287718,D,2.521557448732294
V04843,Rupert Street (Dental Surgery),Dental service,Birmingham and Solihull,408464,288414,D,1.3265068932559505
V02436,Midland Orthodontists,Dental service,Birmingham and Solihull,412070,293205,D,5.093495432821879
V80067,JM Dental Care,Dental service,Birmingham and Solihull,411978,295579,P,6.2982066489264765
V80065,Dental Care Partnership,Dental service,Birmingham and Solihull,411840,295404,P,6.4490738464541995
V82613,Sutton Aesthetic Dentistry,Dental service,Birmingham and Solihull,412254,295887,P,5.953451540936388
V02388,Coleshill Street (Dental Surgery),Dental service,Birmingham and Solihull,412210,296319,D,5.784474411493001
V09095,Dental Surgery,Dental service,Birmingham and Solihull,412210,296319,D,5.784474411493001
V02431,Sharma,Dental service,Birmingham and Solihull,412210,296319,D,5.784474411493001
V02396,Noble Dental Practice,Dental service,Birmingham and Solihull,412101,296325,D,5.7662915087120385
V11341,Oasis Dental Care Limited,Dental service,Birmingham and Solihull,412101,296325,D,5.7662915087120385
V02422,Dental Surgery,Dental service,Birmingham and Solihull,409682,294405,D,4.448612162989139
V14813,M.C. Reece & Associates,Dental service,Birmingham and Solihull,409682,294405,D,4.448612162989139
V82676,Reece Associates Llp,Dental service,Birmingham and Solihull,409682,294405,P,4.448612162989139
V02418,Antrobus Dental Surgery,Dental service,Birmingham and Solihull,410895,294263,D,6.534366426431576
V82558,Boldmere Dental Practice,Dental service,Birmingham and Solihull,410667,294688,P,7.221077214021436
V82981,Birmingham Orthodontics,Dental service,Birmingham and Solihull,408522,295735,P,5.022768520602017
V02438,Belwell Dental,Dental service,Birmingham and Solihull,411322,298789,D,8.218126678765286
V80041,Browne's Dental Surgery,Dental service,Birmingham and Solihull,411517,298994,P,8.195130173935837
V83098,Crown House Dental Practice,Dental service,Birmingham and Solihull,410415,299085,P,7.873654235444135
V02412,Dental Surgery,Dental service,Birmingham and Solihull,410470,299217,D,7.460713235734829
V03317,Arthur House Dental Practice,Dental service,Birmingham and Solihull,411705,298890,D,8.381595142919096
V02385,Dental Surgery,Dental service,Birmingham and Solihull,411705,298890,D,8.381595142919096
V83255,Smile Solutions,Dental service,Birmingham and Solihull,412191,298761,P,8.721015493645218
V02467,Walmley Dental Surgery,Dental service,Birmingham and Solihull,413606,293611,D,8.411282721082923
V02392,Dental Surgery,Dental service,Birmingham and Solihull,413452,295747,D,5.947426466373197
V02409,Dental Surgery,Dental service,Birmingham and Solihull,413560,293855,D,8.541415691600486
V04895,Dental Surgery,Dental service,Birmingham and Solihull,410133,287765,D,1.1265330822370698
V02314,Dental Surgery,Dental service,Birmingham and Solihull,412446,288246,D,1.8843662374825896
V00181,Dental Surgery,Dental service,Birmingham and Solihull,411276,288556,D,1.3114319618434092
V02368,Dental Surgery,Dental service,Birmingham and Solihull,412009,288358,D,1.658003115594691
V02376,Dental Surgery,Dental service,Birmingham and Solihull,411469,287661,D,1.1381470468330792
V02313,Dental Surgery,Dental service,Birmingham and Solihull,411467,287716,D,1.1467346910448872
V55675,Night Dental Limited,Dental service,Birmingham and Solihull,408175,286457,D,2.107213354285836
V04870,Bordesley Village,Dental service,Birmingham and Solihull,408876,286736,D,1.4894689602756792
V04900,Keep Smiling Dental Practice,Dental service,Birmingham and Solihull,410074,286236,D,1.0942447015254737
V04910,Dental Surgery,Dental service,Birmingham and Solihull,410833,286756,D,1.1285083069615882
V04889,Dental Surgery,Dental service,Birmingham and Solihull,410447,286342,D,1.1089890619339244
V08146,Heath Dental,Dental service,Birmingham and Solihull,411202,276348,D,9.733816821609466
V14065,Shirley Dental Care,Dental service,Birmingham and Solihull,412121,278704,D,7.636939491342206
V06787,Dental Surgery,Dental service,Birmingham and Solihull,411517,280158,D,5.543409200518222
V80054,Great Smiles Dental Spa,Dental service,Birmingham and Solihull,414739,277058,P,9.889032628507183
V80350,Central England Specialist Centre,Dental service,Birmingham and Solihull,413359,278085,P,8.532107036297877
V08428,Dental Surgery,Dental service,Birmingham and Solihull,414939,279875,D,8.444304723754726
V82642,Solihull Dental Practice,Dental service,Birmingham and Solihull,413879,281075,P,9.650531897495467
V06775,Dental Surgery,Dental service,Birmingham and Solihull,413843,281265,D,9.290354103617835
V06742,Mr A Coley-Smith,Dental service,Birmingham and Solihull,413263,279583,D,9.69719727070547
V08419,Dental Surgery,Dental service,Birmingham and Solihull,414033,279971,D,9.779444780523441
V11190,Blossomfield House,Dental service,Birmingham and Solihull,413359,278567,D,8.890571633172522
V83292,Smile Concepts Limited,Dental service,Birmingham and Solihull,415232,280515,P,7.20797224052075
V28732,Ground Floor Netherwood Building,Dental service,Birmingham and Solihull,415443,279927,D,7.4989620246048485
V82637,Dental Practice Manor Square,Dental service,Birmingham and Solihull,415267,279327,P,8.897965258536235
V06740,Eternal Smiles,Dental service,Birmingham and Solihull,415022,279632,D,8.550025812230883
V08418,Dental Surgery,Dental service,Birmingham and Solihull,415148,279552,D,8.47477832590081
V80237,Same Day Teeth West Midlands Ltd,Dental service,Birmingham and Solihull,417996,276496,P,9.530988846142323
V06754,Dental Surgery,Dental service,Birmingham and Solihull,418290,276644,D,9.541679153068047
V08579,The Dental Practice,Dental service,Birmingham and Solihull,417471,275782,D,9.55911333468861
V06759,Dental Surgery,Dental service,Birmingham and Solihull,416823,275097,D,9.625430935623658
V06471,Dental Surgery,Dental service,Birmingham and Solihull,416848,276108,D,9.160025006258326
V06773,Dental Surgery,Dental service,Birmingham and Solihull,417685,277557,D,9.548938955813217
V06757,Hockley Heath Dental Care,Dental service,Birmingham and Solihull,415242,272689,D,8.729915801467508
V10226,Stoneton Crescent (Dental Surgery),Dental service,Birmingham and Solihull,423549,276779,D,9.648752245166309
V08553,Dental Surgery,Dental service,Black Country,404733,294031,D,5.123742829934864
V08164,Dental Surgery,Dental service,Black Country,403487,293442,D,4.832569488462419
V06942,Dental Surgery,Dental service,Black Country,406627,295484,D,5.3402230225314335
V04955,Dental Surgery,Dental service,Black Country,398505,284963,D,6.517283028498948
V04148,Dental Surgery,Dental service,Black Country,398341,284864,D,6.681069769629297
V04048,Oakleigh Dental Practice,Dental service,Black Country,398625,284231,D,6.951460560759702
V45129,20 Windmill Hill,Dental service,Black Country,394514,284424,D,4.291161226826057
V04096,Bhandal Dental Practice,Dental service,Black Country,394514,284424,D,4.291161226826057
V04017,Williams Dental Surgery,Dental service,Black Country,396632,283351,D,5.184792253390885
V04248,Morgan Dental Practice,Dental service,Black Country,396775,283643,D,5.131545222591579
V80389,Halesowen Dental,Dental service,Black Country,396606,284773,P,6.320678430367895
V04098,Bhandal Dental Practice,Dental service,Black Country,395734,283441,D,5.511022385896437
V08388,Dental Surgery,Dental service,Black Country,394035,285971,D,3.5212286875193355
V06030,Dental Surgery,Dental service,Black Country,394459,285998,D,2.745008356847292
V08923,Dental Surgery,Dental service,Black Country,395480,286760,D,2.6675062389659097
V08386,Mr S Merali,Dental service,Black Country,395926,285851,D,3.7348723264921992
V08194,Dental Surgery,Dental service,Black Country,397367,286388,D,2.9513602515440533
V08384,Dental Surgery,Dental service,Black Country,397099,286223,D,3.3703741057131005
V08893,Dental Surgery,Dental service,Black Country,397429,286490,D,2.8804668993832583
V08387,Dental Surgery,Dental service,Black Country,397698,288061,D,2.4414546945842446
V08158,Dental Surgery,Dental service,Black Country,401895,288776,D,2.1075326366765084
V17415,Suffrage Street (Dental Surgery),Dental service,Black Country,402812,287974,D,2.087270990393246
V08168,T Moodley,Dental service,Black Country,402312,286455,D,3.751474422513608
V08166,Dental Surgery,Dental service,Black Country,402236,286158,D,4.267430457585516
V08148,Central Orthodontics,Dental service,Black Country,402174,286947,D,3.088402142433801
V80197,Dhillions Dental Surgery,Dental service,Black Country,402702,287583,P,2.481880349492965
V08138,Dental Surgery,Dental service,Black Country,402742,287609,D,2.4525631424659124
V288022,Cape Hill (Dental Surgery),Dental service,Black Country,403252,287678,D,2.2514101295575553
V08155,Shire Dentist,Dental service,Black Country,401839,286598,D,3.703772436075933
V00192,Dental Surgery,Dental service,Black Country,400884,288777,D,2.222892113858265
V08171,Stanley Road (Dental Surgery),Dental service,Black Country,400528,285229,D,4.400041076931579
V00179,Brandhall Dental Surgery,Dental service,Black Country,399777,286782,D,2.9560969208527026
V08026,Dental Surgery,Dental service,Black Country,400111,288007,D,2.4247896178257475
V08169,Londonderry Road (Dental Surgery),Dental service,Black Country,400591,287803,D,2.3826373951339663
V08160,Cosmo Dent Dental Surgery,Dental service,Black Country,398996,289517,D,2.0425597531063997
V11171,Oldbury Health Centre,Dental service,Black Country,399157,289539,D,1.9719796275103938
V08162,Dental Surgery,Dental service,Black Country,399066,289422,D,1.976471221094865
V08317,Dental Department,Dental service,Black Country,399286,288949,D,1.8093555135301438
V08370,Dental Surgery,Dental service,Black Country,399378,293111,D,2.1943639524866474
V08329,Dental Surgery,Dental service,Black Country,401119,290634,D,1.6616433460335975
V09581,Primary Care Centre,Dental service,Black Country,400210,290865,D,1.5638018309140003
V08367,Asden House Dental Clinic,Dental service,Black Country,400364,291213,D,1.63694288231069
V08361,Kainth Dental Surgery,Dental service,Black Country,400028,291602,D,1.562014881669829
V83727,Stella Maris Practice Limited,Dental service,Black Country,401154,293932,P,2.2253597974104227
V17417,Lyndon (Dental Surgery),Dental service,Black Country,400919,292165,D,2.205420735344402
V03367,Briars Dental Practice,Dental service,Black Country,394095,290448,D,2.0144211959414915
V03347,The Gables Dental Practice,Dental service,Black Country,394172,290450,D,1.9298903045060494
V04107,Castle View Dental Practice,Dental service,Black Country,394590,290441,D,1.4807024527701815
V03425,Bhandal Dental Practice,Dental service,Black Country,394273,290154,D,1.628496191650096
V17385,Pensnett Road (Dental Surgery),Dental service,Black Country,392104,289385,D,1.7975130499560266
V17379,Maple Green (Dental Surgery),Dental service,Black Country,393362,292369,D,2.964934644208447
V03438,Bhandal Dental Practice,Dental service,Black Country,394195,287911,D,2.631762234018594
V17384,Hall Street (Dental Surgery),Dental service,Black Country,394958,290010,D,1.9459206439046108
V00045,Purity,Dental service,Black Country,395023,289777,D,2.6113597163960045
V83076,North Street Dental and Implant Clinic,Dental service,Black Country,394873,290121,P,1.7681706156001702
V17381,Halesowen Road (Dental Surgery),Dental service,Black Country,394753,287766,D,2.94116862402117
V03324,Dental Surgery,Dental service,Black Country,391992,293886,D,4.938519088750015
V12929,High View Dental Practice,Dental service,Black Country,391997,293438,D,4.982840719874439
V03431,Bhandal Dental Practice,Dental service,Black Country,392282,292077,D,4.170578363337766
V04106,Kemberton Dental Practice,Dental service,Black Country,391398,291310,D,4.398021003730174
V03437,Bhandal Dental Practice,Dental service,Black Country,391425,291126,D,4.589343722344845
V03293,Langland Dental Practice,Dental service,Black Country,391409,293794,D,6.401454620486049
V17383,Ladies Walk Centre,Dental service,Black Country,391779,293535,D,5.491268380051493
V10855,Glebefields Health Centre,Dental service,Black Country,396597,293725,D,1.8185982913084626
V100550,Great Bridge Dental Practice,Dental service,Black Country,397703,292527,D,3.1080775505205995
V08385,Dental Surgery,Dental service,Black Country,394890,292306,D,2.4536476364241224
V14059,Oasis Dental Care Tipton,Dental service,Black Country,395388,292315,D,2.3773675085247548
V21942,2 Unity Walk Dental Practice,Dental service,Black Country,395518,292352,D,2.300635148505133
V08389,Dental Surgery,Dental service,Black Country,396133,291889,D,2.808590263009295
V04095,Bhandal Dental Practice,Dental service,Black Country,391923,287439,D,1.6733957290271182
V17382,Venture Way (Dental Surgery),Dental service,Black Country,392092,287093,D,2.4596491387398243
V04101,Bhandal Dental Practice,Dental service,Black Country,393067,286023,D,3.7752536630534346
V03412,Amblecote Dental Practice,Dental service,Black Country,391564,285518,D,6.757153427176165
V04103,Bhandal Dental Practice,Dental service,Black Country,391844,287116,D,2.3314252883269946
V04104,Bhandal Dental Practice,Dental service,Black Country,391738,287320,D,1.7671222567067952
V04092,Dental Surgery,Dental service,Black Country,388009,289654,D,8.147047444251548
V28586,Building 5,Dental service,Black Country,390124,289880,D,6.609472313198748
V04082,Kingswinford Health Centre (Dental Surg),Dental service,Black Country,389212,288928,D,6.534694128335452
V04932,Worcester Street (Dental Surgery),Dental service,Black Country,389964,283721,D,5.636766233576411
V03984,Dental Surgery,Dental service,Black Country,390346,284177,D,4.891552219649381
V04055,Red Hill Dental Practice,Dental service,Black Country,390540,283826,D,5.436569856188097
V82509,Oldswinford Cross Dental Practice,Dental service,Black Country,390549,283476,P,6.189571272664739
V04170,Bhandal Dental Practice,Dental service,Black Country,390446,283398,D,6.3799913222035904
V09976,Stourcote Dental Practice,Dental service,Black Country,390031,284472,D,4.847024227335677
V04040,Norton Dental Practice,Dental service,Black Country,389527,283237,D,7.073051272708321
V12744,Bridgnorth Road (Dental Practice),Dental service,Black Country,388886,284725,D,5.576544400012749
V04058,Dental Surgery,Dental service,Black Country,389684,283652,D,5.873115903584275
V17169,135 High Street (Dental Surgery),Dental service,Black Country,389579,285768,D,4.9421079906038266
V83159,Pabari Dental Clinics Limited,Dental service,Black Country,389603,285830,P,4.886689602085969
V11146,Stourbridge Health and Social Care Centre,Dental service,Black Country,389933,285239,D,5.258244328985825
V80292,Black Country Orthodontics,Dental service,Black Country,390151,285284,P,5.596488483498363
V03995,Dental Surgery,Dental service,Black Country,389112,286969,D,6.904305272884543
V04474,Dental Surgery,Dental service,Black Country,389124,286893,D,6.737562235287972
V80929,Holcroft Dental Practice,Dental service,Black Country,391374,283710,D,4.75437090013906
V44614,Mr A Kapnisis,Dental service,Black Country,391374,283710,D,5.1630246884099
V04465,Dental Surgery,Dental service,Black Country,392168,284199,D,3.187483806715904
V04105,Bhandal Dental Practice,Dental service,Black Country,392151,284518,D,3.2787017528272377
V06931,Dental Surgery,Dental service,Black Country,401534,298553,D,1.5754265965432452
V06949,The Bridge Dental Centre,Dental service,Black Country,401278,298402,D,1.312088618742097
V06945,Dental Surgery,Dental service,Black Country,401566,298385,D,1.6630315149306247
V83361,Springhill Dental Practice (Walsall ) Ltd,Dental service,Black Country,401826,298109,P,2.1336706217985286
V06951,Dental Surgery,Dental service,Black Country,401888,297934,D,3.206004069475784
V24099,Brace Street Health Centre,Dental service,Black Country,401228,297753,D,1.6272667019602631
V06971,Dental Surgery,Dental service,Black Country,401309,297740,D,1.7226932071247896
