schedule_month,region_name,commissioner_name,monthly_ud_as_delivered,monthly_uo_as_delivered,urgent_forms,any_band_unique_patients_rolling_12_month,band_1_unique_patients_rolling_12_month,band_2_or_3_unique_patients_rolling_12_month,urgent_band_1_unique_patients_rolling_12_month,other_unique_patients_rolling_12_month
2020-04-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",31.8,NA,4,207512,154808,75731,21627,1988
2020-04-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,307,NA,40,503501,367139,194316,44220,4246
2020-04-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,384.6,NA,113,760821,572566,253634,85704,6488
2020-04-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,557.6,NA,128,1327772,913326,532929,154584,13862
2020-04-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,1192.4,NA,82,753129,538122,280449,85408,5783
2020-04-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,1333.4,NA,742,1087504,783462,397902,127725,7098
2020-04-01T00:00:00Z,North West,Cheshire and Merseyside ICB,1253,NA,195,1156772,773600,475004,160997,9823
2020-04-01T00:00:00Z,North West,Greater Manchester ICB,868.2,NA,61,1274902,896782,490299,168932,9977
2020-04-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,695.8,NA,234,669225,483579,255638,74574,6952
2020-04-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",319.4,NA,92,672470,498243,227035,86619,1918
2020-04-01T00:00:00Z,South East,Frimley ICB,114.4,NA,52,303204,214555,108628,39592,802
2020-04-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,1566.8,NA,744,717960,519996,238164,103175,3386
2020-04-01T00:00:00Z,South East,Kent And Medway ICB,1007.6,NA,98,688994,475030,253176,97028,3268
2020-04-01T00:00:00Z,South East,Surrey Heartlands ICB,143.2,NA,79,362152,276663,119694,38987,845
2020-04-01T00:00:00Z,South East,Sussex ICB,635.4,NA,222,676886,479369,249404,90039,2911
2020-04-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",140.8,NA,59,309549,234491,104151,31196,1966
2020-04-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",460,NA,145,444377,329892,157026,53557,6300
2020-04-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,185.6,NA,27,229420,159119,81775,34303,1750
2020-04-01T00:00:00Z,South West,Devon ICB,838.1999999999999,NA,101,492347,358649,175167,59531,4071
2020-04-01T00:00:00Z,South West,Dorset ICB,174.2,NA,76,332152,242903,119443,37847,2209
2020-04-01T00:00:00Z,South West,Gloucestershire ICB,89,NA,30,199886,149865,68342,19747,1210
2020-04-01T00:00:00Z,South West,Somerset ICB,36,NA,0,237905,173819,86054,30129,1982
2020-05-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",582.4,NA,227,373402,259258,135822,40608,1522
2020-05-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,229,NA,130,333600,258115,105704,28413,941
2020-05-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,598.2,NA,76,619486,440920,217027,68262,2166
2020-05-01T00:00:00Z,East of England,Mid and South Essex ICB,1140.8,NA,804,506144,355087,184289,57978,2061
2020-05-01T00:00:00Z,East of England,Norfolk and Waveney ICB,114.8,NA,44,403675,296409,131543,47417,6057
2020-05-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,358.2,NA,256,376837,273850,126291,40034,4001
2020-05-01T00:00:00Z,London,North Central London ICB,1210.6,NA,223,476632,273677,210229,65325,2322
2020-05-01T00:00:00Z,London,North East London ICB,2167.2,NA,1316,620094,342798,284454,87308,6040
2020-05-01T00:00:00Z,London,North West London ICB,980.6,NA,568,729272,414461,330012,102748,3563
2020-05-01T00:00:00Z,London,South East London ICB,250.8,NA,94,621097,361493,271043,81593,2939
2020-05-01T00:00:00Z,London,South West London ICB,217.6,NA,3,478999,300089,191556,64610,2236
2020-05-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,261.2,NA,116,516823,327448,220260,53540,4304
2020-05-01T00:00:00Z,Midlands,Black Country ICB,976.2,NA,541,486944,303017,208185,47760,7414
2020-05-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,758.6,NA,548,412655,301276,139223,32184,4974
2020-05-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,350.4,NA,157,431591,326296,152588,35439,4587
2020-05-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,202.4,NA,102,277444,204364,95163,25337,1421
2020-05-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",264.4,NA,32,476254,343948,163879,52398,3589
2020-05-01T00:00:00Z,Midlands,Lincolnshire ICB,800.6,NA,343,299859,221870,102070,31820,3495
2020-05-01T00:00:00Z,Midlands,Northamptonshire ICB,693.6,NA,528,277501,198032,95743,32607,2192
2020-05-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,374.2,NA,116,492781,356764,180517,41610,3088
2020-05-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",206.2,NA,151,200713,147631,70815,20007,1900
2020-05-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,238.2,NA,106,486127,350302,182219,40622,3987
2020-05-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,1168.2,NA,766,736614,547436,237178,79245,6544
2020-05-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,1410.6,NA,578,1276867,868966,497627,142372,13078
2020-05-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,1000,NA,695,727171,513171,262279,79640,5409
2020-05-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,2206.6,NA,1553,1054164,748257,373624,120738,6718
2020-05-01T00:00:00Z,North West,Cheshire and Merseyside ICB,1567,NA,840,1112149,736078,444243,148832,9301
2020-05-01T00:00:00Z,North West,Greater Manchester ICB,1141,NA,485,1230591,856045,459250,156181,9265
2020-05-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,1745.2,NA,986,647350,461752,239712,69301,6465
2020-05-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",181.6,NA,28,647639,475636,211941,79699,1795
2020-05-01T00:00:00Z,South East,Frimley ICB,19.4,NA,2,290765,203967,101420,36244,771
2020-05-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,1091.2,NA,271,691390,496094,222476,94437,3229
2020-05-01T00:00:00Z,South East,Kent And Medway ICB,1181.2,NA,131,662204,452032,236408,89708,3189
2020-05-01T00:00:00Z,South East,Surrey Heartlands ICB,390.8,NA,14,349330,263982,111884,35728,801
2020-05-01T00:00:00Z,South East,Sussex ICB,417.8,NA,134,650293,455386,232869,82594,2761
2020-05-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",389.4,NA,147,298848,223860,97284,28633,1909
2020-05-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",333.2,NA,36,429362,315189,146537,49427,6116
2020-05-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,303.6,NA,123,221353,151431,76752,31701,1823
2020-05-01T00:00:00Z,South West,Devon ICB,487.4,NA,287,473875,340657,163426,54774,3854
2020-05-01T00:00:00Z,South West,Dorset ICB,590,NA,400,320680,231344,111488,35300,2191
2020-05-01T00:00:00Z,South West,Gloucestershire ICB,45.8,NA,4,190777,141535,63164,17793,1132
2020-05-01T00:00:00Z,South West,Somerset ICB,47,NA,5,229519,165699,80428,27640,1829
2020-06-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",3322.4,NA,1251,361720,248996,128524,39044,1463
2020-06-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,2565.8,NA,1189,324525,248689,99945,27571,902
2020-06-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,5268,NA,2240,601307,424733,205967,65787,2279
2020-06-01T00:00:00Z,East of England,Mid and South Essex ICB,6418.8,NA,2498,491978,341241,174887,56549,2018
2020-06-01T00:00:00Z,East of England,Norfolk and Waveney ICB,3096.6,NA,1583,392117,284865,124524,45776,5985
2020-06-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,3514,NA,1355,364689,262341,119622,38507,3943
2020-06-01T00:00:00Z,London,North Central London ICB,7636.5999999999995,NA,3731,460305,260571,199895,64635,2336
2020-06-01T00:00:00Z,London,North East London ICB,11018.4,NA,6596,599722,326463,270128,87439,6024
2020-06-01T00:00:00Z,London,North West London ICB,5856.6,NA,3486,701891,394950,313151,99080,3426
2020-06-01T00:00:00Z,London,South East London ICB,5687.4,NA,2632,597190,344187,256932,79005,2959
2020-06-01T00:00:00Z,London,South West London ICB,2642.8,NA,754,460126,286040,181546,61021,2201
2020-06-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,4044.4,NA,2407,501287,314512,209341,52362,4655
2020-06-01T00:00:00Z,Midlands,Black Country ICB,5158.6,NA,2843,471466,290210,197346,47364,8114
2020-06-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,4541.2,NA,2321,401479,289583,131993,32436,6320
2020-06-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,2716,NA,1380,421970,315558,145409,34433,4463
2020-06-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,1786,NA,830,268719,195964,90075,24506,1354
2020-06-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",3300.6,NA,1567,463481,331809,155601,50401,3689
2020-06-01T00:00:00Z,Midlands,Lincolnshire ICB,4360.2,NA,2020,292731,214150,96951,31583,3428
2020-06-01T00:00:00Z,Midlands,Northamptonshire ICB,2939.4,NA,1497,270606,191253,91161,31772,2115
2020-06-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,2989.8,NA,1534,480773,345270,171796,40314,2984
2020-06-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",1867.4,NA,927,195678,142320,67133,19537,1799
2020-06-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,3652.6,NA,1608,473067,337452,172864,39370,3866
2020-06-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,7897,NA,4156,717504,527259,224532,77397,6528
2020-06-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,11578.4,NA,6345,1241035,835926,473225,138851,12747
2020-06-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,5219.8,NA,3064,707486,493437,248651,77922,5285
2020-06-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,12919,NA,7334,1030885,721971,356569,120077,6672
2020-06-01T00:00:00Z,North West,Cheshire and Merseyside ICB,11801.2,NA,6730,1079331,707022,421075,144881,9086
2020-06-01T00:00:00Z,North West,Greater Manchester ICB,10367.6,NA,5659,1200306,826598,437903,151937,8806
2020-06-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,7909.6,NA,4215,632703,445720,228665,68651,6433
2020-06-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",3239.8,NA,1528,628485,457908,200357,75883,1723
2020-06-01T00:00:00Z,South East,Frimley ICB,1186.2,NA,516,281449,195747,96298,34345,871
2020-06-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,4390,NA,1925,671317,477334,210438,89913,3322
2020-06-01T00:00:00Z,South East,Kent And Medway ICB,4408,NA,1448,640008,433563,223533,84824,3276
2020-06-01T00:00:00Z,South East,Surrey Heartlands ICB,4411.4,NA,1812,339530,254065,106216,34624,793
2020-06-01T00:00:00Z,South East,Sussex ICB,5898.2,NA,2211,630021,436513,220526,79227,2752
2020-06-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",2281,NA,985,290904,215458,92281,27825,1876
2020-06-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",2705.6,NA,1297,417231,303164,138910,47431,6214
2020-06-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,2108.2,NA,886,215111,145585,73137,30196,2038
2020-06-01T00:00:00Z,South West,Devon ICB,4677.8,NA,2388,461141,327344,155523,53617,3812
2020-06-01T00:00:00Z,South West,Dorset ICB,3136.6,NA,1593,311955,222509,105564,34551,2276
2020-06-01T00:00:00Z,South West,Gloucestershire ICB,898.2,NA,546,185349,136323,59963,17185,1107
2020-06-01T00:00:00Z,South West,Somerset ICB,1317.8,NA,679,223235,159536,76023,26464,1763
2020-07-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",12081,NA,4643,341643,231759,116474,38557,1359
2020-07-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,13696.4,NA,4404,307969,232234,90240,28036,868
2020-07-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,27646.2,NA,7971,568333,396136,186296,64763,2198
2020-07-01T00:00:00Z,East of England,Mid and South Essex ICB,22211.8,NA,6821,465097,316981,158300,55881,1848
2020-07-01T00:00:00Z,East of England,Norfolk and Waveney ICB,14276.6,NA,5242,366706,261126,111187,44337,5529
2020-07-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,18883.6,NA,4820,342391,242316,107872,37896,3655
2020-07-01T00:00:00Z,London,North Central London ICB,21851.8,NA,6915,427156,237788,180340,63149,2281
2020-07-01T00:00:00Z,London,North East London ICB,31032.2,NA,13168,560794,297118,243011,89873,5695
2020-07-01T00:00:00Z,London,North West London ICB,32212.4,NA,12640,652305,359775,282138,97957,3252
2020-07-01T00:00:00Z,London,South East London ICB,26673.6,NA,8590,555970,314248,232214,78073,3037
2020-07-01T00:00:00Z,London,South West London ICB,17762.2,NA,5562,428367,262756,163521,58011,2204
2020-07-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,18703.2,NA,8487,471962,290501,189455,53357,5314
2020-07-01T00:00:00Z,Midlands,Black Country ICB,23121,NA,9196,443952,268091,177251,49727,9052
2020-07-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,15292.8,NA,4519,378303,268454,118834,32755,6842
2020-07-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,12976.6,NA,5693,402955,295157,131777,35180,4087
2020-07-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,10689,NA,4100,252126,180634,80428,24933,1277
2020-07-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",12917.2,NA,4870,438981,309029,140716,48851,3626
2020-07-01T00:00:00Z,Midlands,Lincolnshire ICB,12372.4,NA,4057,277219,199123,86699,31248,3111
2020-07-01T00:00:00Z,Midlands,Northamptonshire ICB,10998.6,NA,3327,256094,178125,82192,30614,2006
2020-07-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,15645.8,NA,6139,455435,321792,154262,40805,2794
2020-07-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",5502.4,NA,2189,185510,132452,60321,19136,1746
2020-07-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,15712.8,NA,5752,448016,314406,155603,39393,3948
2020-07-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,31569.8,NA,10858,679350,490448,201727,76387,6293
2020-07-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,46986.6,NA,19549,1169798,772456,424795,138406,12138
2020-07-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,20503.2,NA,8276,669789,458445,224339,76719,5061
2020-07-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,38922.8,NA,13048,978362,670327,323251,119633,6409
2020-07-01T00:00:00Z,North West,Cheshire and Merseyside ICB,42219.4,NA,19658,1016185,653383,378270,143893,8623
2020-07-01T00:00:00Z,North West,Greater Manchester ICB,48284.2,NA,19946,1137560,767376,395274,151397,8222
2020-07-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,27938.2,NA,9278,600577,414123,207733,68186,6073
2020-07-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",23320,NA,8150,592935,425399,179744,73197,1651
2020-07-01T00:00:00Z,South East,Frimley ICB,11049.2,NA,3475,264345,181021,86770,33042,849
2020-07-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,23582.2,NA,7680,633129,443479,188926,85597,3319
2020-07-01T00:00:00Z,South East,Kent And Medway ICB,25492.8,NA,7473,598256,400014,199602,80190,3136
2020-07-01T00:00:00Z,South East,Surrey Heartlands ICB,21632.2,NA,6160,322547,237508,96319,34719,887
2020-07-01T00:00:00Z,South East,Sussex ICB,33613.2,NA,9561,595311,405539,199531,77872,2765
2020-07-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",13118.2,NA,3766,275336,200824,83181,27509,1833
2020-07-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",18800.8,NA,6532,393836,280911,124374,46720,5729
2020-07-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,7896.4,NA,2756,201671,133895,65258,28687,2147
2020-07-01T00:00:00Z,South West,Devon ICB,23973,NA,8382,434462,301753,140379,54270,3638
2020-07-01T00:00:00Z,South West,Dorset ICB,12468.4,NA,4201,294340,205982,94876,34200,2263
2020-07-01T00:00:00Z,South West,Gloucestershire ICB,6625,NA,2410,173906,125719,53536,17100,1092
2020-07-01T00:00:00Z,South West,Somerset ICB,7403.8,NA,3069,209722,147055,67572,25747,1575
2020-08-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",25383,NA,6515,324405,215616,107924,40605,1335
2020-08-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,21976,NA,4169,293622,218175,84243,29096,854
2020-08-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,46157.8,NA,9861,540204,370244,173435,67306,2117
2020-08-01T00:00:00Z,East of England,Mid and South Essex ICB,38543,NA,8544,442951,295105,147460,58263,1742
2020-08-01T00:00:00Z,East of England,Norfolk and Waveney ICB,23389,NA,6704,345830,241625,102547,45431,5279
2020-08-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,30140.6,NA,5227,324629,225681,100579,38709,3543
2020-08-01T00:00:00Z,London,North Central London ICB,41281,NA,13258,407383,220180,167677,68841,2280
2020-08-01T00:00:00Z,London,North East London ICB,52845.8,NA,13465,533726,273164,225368,97421,5536
2020-08-01T00:00:00Z,London,North West London ICB,61062.8,NA,16350,618031,332679,261400,103133,3249
2020-08-01T00:00:00Z,London,South East London ICB,52900,NA,10887,525874,290659,215670,81538,3091
2020-08-01T00:00:00Z,London,South West London ICB,32427.6,NA,7610,405486,243330,151680,60249,2395
2020-08-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,32321.8,NA,10874,445311,266648,173967,58073,5608
2020-08-01T00:00:00Z,Midlands,Black Country ICB,31988.8,NA,8680,420514,248400,163309,52774,9290
2020-08-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,26370.6,NA,5086,358276,248770,110653,34308,7334
2020-08-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,24296.8,NA,6804,385593,276480,122583,37694,3874
2020-08-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,17470.8,NA,4754,238147,166915,74291,26795,1232
2020-08-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",23947.2,NA,5550,417985,289748,130481,49050,3562
2020-08-01T00:00:00Z,Midlands,Lincolnshire ICB,19784.6,NA,3787,264864,186751,80864,31680,3003
2020-08-01T00:00:00Z,Midlands,Northamptonshire ICB,19608.6,NA,3797,243828,166578,76619,30775,1894
2020-08-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,27047.4,NA,7492,434146,300603,143005,43700,2765
2020-08-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",12633,NA,3364,176871,123923,55891,20194,1753
2020-08-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,26533.6,NA,5999,426025,293294,144582,41029,3902
2020-08-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,51049.6,NA,12667,646881,457761,186884,78625,6280
2020-08-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,81258.6,NA,23272,1113394,718589,393376,145772,12228
2020-08-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,38105.2,NA,11153,635671,425164,207415,79004,4969
2020-08-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,68724.6,NA,18295,931271,622557,299839,124712,6532
2020-08-01T00:00:00Z,North West,Cheshire and Merseyside ICB,61739.4,NA,20810,963446,606095,348937,147428,8581
2020-08-01T00:00:00Z,North West,Greater Manchester ICB,76668.4,NA,22149,1083863,714739,366384,156448,8048
2020-08-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,40218,NA,10132,572415,386207,193077,70451,5999
2020-08-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",46949.8,NA,10928,565628,398808,167517,75343,1671
2020-08-01T00:00:00Z,South East,Frimley ICB,21017.6,NA,4629,250893,168756,80697,33824,921
2020-08-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,46687.2,NA,9457,600709,414036,175244,85269,3531
2020-08-01T00:00:00Z,South East,Kent And Medway ICB,48940.2,NA,10370,564800,370159,184676,81454,3171
2020-08-01T00:00:00Z,South East,Surrey Heartlands ICB,36449.2,NA,6277,307805,223211,89915,35805,933
2020-08-01T00:00:00Z,South East,Sussex ICB,58517.2,NA,10526,567417,379836,186810,79076,2848
2020-08-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",24439.6,NA,4685,261511,187506,77456,28445,1919
2020-08-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",27049.4,NA,6477,374048,261827,114775,47684,5500
2020-08-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,14224.8,NA,3562,191036,123963,60193,28836,2992
2020-08-01T00:00:00Z,South West,Devon ICB,32400,NA,7769,412093,280451,130724,55908,3484
2020-08-01T00:00:00Z,South West,Dorset ICB,21921.2,NA,4672,278877,191647,87468,34732,2277
2020-08-01T00:00:00Z,South West,Gloucestershire ICB,10010.6,NA,2493,163287,115887,49193,17421,1086
2020-08-01T00:00:00Z,South West,Somerset ICB,15791.6,NA,4068,199202,136901,62526,26469,1505
2020-09-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",29736.8,NA,6386,303889,197239,99554,42506,1233
2020-09-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,28882.6,NA,4089,272749,199113,77712,29884,848
2020-09-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,56364.4,NA,9741,507030,341516,160834,69634,2120
2020-09-01T00:00:00Z,East of England,Mid and South Essex ICB,49692.2,NA,8665,415631,269967,137006,60466,1752
2020-09-01T00:00:00Z,East of England,Norfolk and Waveney ICB,28479,NA,7592,320797,218432,93468,47103,4786
2020-09-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,34219.2,NA,5274,303550,207129,93270,39317,3333
2020-09-01T00:00:00Z,London,North Central London ICB,52791.2,NA,8327,383518,202226,156155,70667,3288
2020-09-01T00:00:00Z,London,North East London ICB,60627.8,NA,10118,501829,249069,208320,100521,6477
2020-09-01T00:00:00Z,London,North West London ICB,77739.8,NA,14542,582213,304920,241573,108376,3585
2020-09-01T00:00:00Z,London,South East London ICB,68812.4,NA,10377,494918,267441,199553,84867,3256
2020-09-01T00:00:00Z,London,South West London ICB,48340,NA,8570,380020,222151,140127,62871,2453
2020-09-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,42318.2,NA,11974,415293,240349,158696,63337,5997
2020-09-01T00:00:00Z,Midlands,Black Country ICB,41863.4,NA,10488,393763,225941,149226,57389,9632
2020-09-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,33713.4,NA,5388,334144,226259,102407,36255,8079
2020-09-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,31688.8,NA,6898,361200,252911,112808,40116,3671
2020-09-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,23141,NA,5127,221701,151468,68034,28641,1249
2020-09-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",31977.6,NA,6940,390223,265361,119595,49810,3520
2020-09-01T00:00:00Z,Midlands,Lincolnshire ICB,27143.8,NA,4730,248740,172172,74674,32670,2898
2020-09-01T00:00:00Z,Midlands,Northamptonshire ICB,24147.8,NA,3759,228999,153314,71458,31072,1879
2020-09-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,36993.2,NA,7422,406165,275311,131584,46314,2827
2020-09-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",15892.4,NA,3891,165675,113386,51326,21539,1831
2020-09-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,34348.4,NA,6906,397125,267378,133032,43382,3924
2020-09-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,67086.8,NA,15053,603390,416029,171871,82004,6266
2020-09-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,104191.6,NA,24341,1041847,653424,361343,153305,12142
2020-09-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,52714.6,NA,12694,593383,386386,191035,82005,5009
2020-09-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,85380,NA,18496,871418,566487,277614,128927,6572
2020-09-01T00:00:00Z,North West,Cheshire and Merseyside ICB,87009.8,NA,24463,900672,550439,320553,153835,8508
2020-09-01T00:00:00Z,North West,Greater Manchester ICB,103408.6,NA,25971,1018175,653859,337665,163814,7863
2020-09-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,50066,NA,10433,537121,353028,178957,72481,5709
2020-09-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",60295,NA,11610,531340,366644,156380,78047,1635
2020-09-01T00:00:00Z,South East,Frimley ICB,25552.2,NA,4747,235015,154758,74833,34551,941
2020-09-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,60239.8,NA,10554,560719,378850,162431,85711,3637
2020-09-01T00:00:00Z,South East,Kent And Medway ICB,62792.2,NA,9651,524726,337286,170574,80985,3102
2020-09-01T00:00:00Z,South East,Surrey Heartlands ICB,46585.4,NA,6764,290327,207346,83885,37125,994
2020-09-01T00:00:00Z,South East,Sussex ICB,70323.4,NA,10768,533287,350299,174659,80257,2995
2020-09-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",31629.4,NA,5648,245303,172484,72155,30130,1921
2020-09-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",37761.4,NA,7381,349601,239420,105760,49204,5402
2020-09-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,16632.4,NA,3491,177916,112556,55350,28814,3409
2020-09-01T00:00:00Z,South West,Devon ICB,44794.6,NA,8632,385170,255803,121468,57954,3368
2020-09-01T00:00:00Z,South West,Dorset ICB,28223.8,NA,4873,260609,175541,81241,35593,2359
2020-09-01T00:00:00Z,South West,Gloucestershire ICB,16085.8,NA,3308,151820,105071,45260,18516,1156
2020-09-01T00:00:00Z,South West,Somerset ICB,19565.8,NA,4001,185965,124584,57758,27143,1436
2020-10-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",33587.6,NA,6212,272782,171674,88339,43561,1187
2020-10-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,30081.4,NA,4249,242777,172953,69508,30562,837
2020-10-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,59924,NA,10706,463660,304696,145923,72303,2026
2020-10-01T00:00:00Z,East of England,Mid and South Essex ICB,51806.6,NA,9315,378004,237569,124638,62821,1733
