schedule_month,region_name,commissioner_name,monthly_ud_as_delivered,monthly_uo_as_delivered,urgent_forms,any_band_unique_patients_rolling_12_month,band_1_unique_patients_rolling_12_month,band_2_or_3_unique_patients_rolling_12_month,urgent_band_1_unique_patients_rolling_12_month,other_unique_patients_rolling_12_month
2018-05-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,106899.4,NA,4482,406708,295431,151245,47264,4705
2018-05-01T00:00:00Z,London,North Central London ICB,145562.6,NA,6647,514917,297529,237557,70817,2701
2018-05-01T00:00:00Z,London,North East London ICB,193918,NA,9387,665275,363819,321172,95126,6932
2018-05-01T00:00:00Z,London,North West London ICB,223615.6,NA,10347,774330,440607,367665,107660,4594
2018-05-01T00:00:00Z,London,South East London ICB,189493,NA,8025,658836,389061,301068,84776,3816
2018-05-01T00:00:00Z,London,South West London ICB,141025.6,NA,6321,518048,327904,218325,70919,3206
2018-05-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,165062.8,NA,5821,532109,336554,246323,55785,5010
2018-05-01T00:00:00Z,Midlands,Black Country ICB,155568,NA,5388,514625,319101,234984,51185,8460
2018-05-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,112017.2,NA,2963,425308,312872,160561,31310,4106
2018-05-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,120929.4,NA,3859,433109,328860,170737,38476,5439
2018-05-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,80258.4,NA,2591,291912,216749,110640,25636,2065
2018-05-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",122500,NA,5143,477265,351433,180445,47064,4248
2018-05-01T00:00:00Z,Midlands,Lincolnshire ICB,81587.8,NA,2989,302693,226874,114746,32520,4048
2018-05-01T00:00:00Z,Midlands,Northamptonshire ICB,79243.4,NA,3898,297446,210882,113336,38743,2946
2018-05-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,139584.6,NA,4478,500511,360865,203585,46950,3526
2018-05-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",57289.8,NA,2203,205669,151243,81558,20684,2187
2018-05-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,144440.4,NA,4080,506277,372854,205331,42228,5416
2018-05-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,197057,NA,7864,727756,553063,268596,69917,7134
2018-05-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,384399.2,NA,14906,1323590,908925,555934,149200,16053
2018-05-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,201623,NA,7170,752287,539567,311276,71640,7039
2018-05-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,303557.6,NA,10526,1065899,786792,433028,102713,8349
2018-05-01T00:00:00Z,North West,Cheshire and Merseyside ICB,341782,NA,17403,1189409,789890,519977,163718,11176
2018-05-01T00:00:00Z,North West,Greater Manchester ICB,366645,NA,17067,1269640,891925,522599,163711,11766
2018-05-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,188036,NA,7785,681088,487876,278223,77811,7653
2018-05-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",161771,NA,8108,675135,498455,244806,84845,2224
2018-05-01T00:00:00Z,South East,Frimley ICB,77349.4,NA,4041,299212,207453,115213,41269,894
2018-05-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,192610.2,NA,10995,737105,529378,272266,105424,3762
2018-05-01T00:00:00Z,South East,Kent And Medway ICB,182231.4,NA,9446,701636,474090,277317,99584,3907
2018-05-01T00:00:00Z,South East,Surrey Heartlands ICB,89810.4,NA,3944,363534,271879,131254,40900,1410
2018-05-01T00:00:00Z,South East,Sussex ICB,191453.2,NA,9298,687325,481983,272276,92501,3843
2018-05-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",82274.6,NA,2993,309451,232137,116684,28486,2249
2018-05-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",121978.6,NA,4812,450049,330392,179760,47695,7273
2018-05-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,66787.4,NA,3499,235458,162236,90452,35632,1981
2018-05-01T00:00:00Z,South West,Devon ICB,141230.2,NA,6124,491884,352430,193258,60489,4556
2018-05-01T00:00:00Z,South West,Dorset ICB,90305,NA,3868,323844,234415,127969,37578,2371
2018-05-01T00:00:00Z,South West,Gloucestershire ICB,54877.8,NA,2152,191966,142410,71377,18099,1231
2018-05-01T00:00:00Z,South West,Somerset ICB,72569.2,NA,3135,248364,176533,100982,30584,2171
2018-06-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",78538.4,NA,3157,381756,264617,149865,44751,2194
2018-06-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,71000.2,NA,3232,339066,259796,123639,30664,1338
2018-06-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,131234.2,NA,5317,652886,459915,254486,73779,2511
2018-06-01T00:00:00Z,East of England,Mid and South Essex ICB,116079,NA,4500,538321,374758,218582,62157,2815
2018-06-01T00:00:00Z,East of England,Norfolk and Waveney ICB,96340.6,NA,4606,426893,313680,156016,53215,6676
2018-06-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,83383,NA,3664,405919,294974,150599,47363,4702
2018-06-01T00:00:00Z,London,North Central London ICB,124763,NA,5380,515208,298236,237714,70362,2658
2018-06-01T00:00:00Z,London,North East London ICB,153709.4,NA,6837,662108,363009,319525,93555,6908
2018-06-01T00:00:00Z,London,North West London ICB,192922,NA,8691,773475,440161,366949,107529,4576
2018-06-01T00:00:00Z,London,South East London ICB,159724.6,NA,6348,658008,388259,300552,84850,3800
2018-06-01T00:00:00Z,London,South West London ICB,115146.8,NA,4668,515651,326288,216774,70487,3146
2018-06-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,128689.8,NA,4221,529876,335215,244823,55431,4916
2018-06-01T00:00:00Z,Midlands,Black Country ICB,122973.4,NA,4064,513855,318539,234643,51162,8336
2018-06-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,83499.4,NA,2286,423729,311707,159432,31247,4091
2018-06-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,91759,NA,2755,433085,328873,170599,38365,5476
2018-06-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,59684.2,NA,1785,290238,215616,109741,25454,2065
2018-06-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",97276.6,NA,4100,478496,351583,180381,47968,4225
2018-06-01T00:00:00Z,Midlands,Lincolnshire ICB,58467.2,NA,2313,302169,226276,114277,32468,3990
2018-06-01T00:00:00Z,Midlands,Northamptonshire ICB,63816.6,NA,2887,297978,211242,113782,38989,2917
2018-06-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,107765.6,NA,3359,500525,360954,203084,46958,3481
2018-06-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",43127.4,NA,1496,205821,151472,81492,20610,2256
2018-06-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,110665.6,NA,3068,506671,372960,204999,42016,5412
2018-06-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,158737.8,NA,6123,728027,553661,267929,70036,7104
2018-06-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,299697.8,NA,11563,1323656,909618,554990,149094,15987
2018-06-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,155555.4,NA,5097,751698,539679,310625,71595,6956
2018-06-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,239162.2,NA,8118,1067046,787661,431523,102029,8359
2018-06-01T00:00:00Z,North West,Cheshire and Merseyside ICB,272881.4,NA,13147,1188653,789408,518849,163435,11095
2018-06-01T00:00:00Z,North West,Greater Manchester ICB,285413.2,NA,12679,1268422,892019,520626,162077,11642
2018-06-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,145875.8,NA,5755,678908,486090,276582,77293,7602
2018-06-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",133630.6,NA,6456,674596,498096,243582,84643,2207
2018-06-01T00:00:00Z,South East,Frimley ICB,61018,NA,2867,297290,206116,113895,40577,877
2018-06-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,155597.4,NA,8320,738355,530240,271607,105964,3707
2018-06-01T00:00:00Z,South East,Kent And Medway ICB,147434.4,NA,7436,700145,473825,276263,98964,3889
2018-06-01T00:00:00Z,South East,Surrey Heartlands ICB,75017.8,NA,3059,362975,271611,130440,40680,1411
2018-06-01T00:00:00Z,South East,Sussex ICB,154121,NA,7115,687808,482901,272224,92474,3808
2018-06-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",67129.4,NA,2318,309390,232647,116313,28424,2203
2018-06-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",95343,NA,3759,449225,330401,178681,47922,7296
2018-06-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,50022.6,NA,2604,235416,162468,90013,35276,1980
2018-06-01T00:00:00Z,South West,Devon ICB,103396.2,NA,4384,490655,351773,191960,59981,4383
2018-06-01T00:00:00Z,South West,Dorset ICB,79966.2,NA,3165,324004,234635,127744,37490,2394
2018-06-01T00:00:00Z,South West,Gloucestershire ICB,47107.4,NA,1838,194907,144434,72236,18418,1227
2018-06-01T00:00:00Z,South West,Somerset ICB,55168,NA,2271,248056,176637,100338,30464,2149
2018-07-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",123006.4,NA,5282,382747,265427,150195,45027,2174
2018-07-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,111945.4,NA,5160,341412,261936,124224,30912,1330
2018-07-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,206040,NA,8478,653640,460446,254886,74334,2559
2018-07-01T00:00:00Z,East of England,Mid and South Essex ICB,185022,NA,7459,538551,374926,218672,62409,2786
2018-07-01T00:00:00Z,East of England,Norfolk and Waveney ICB,160273,NA,7272,428138,314838,156691,53340,6692
2018-07-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,133077.4,NA,5654,407078,296295,151049,47751,4736
2018-07-01T00:00:00Z,London,North Central London ICB,188402.4,NA,8017,515625,298917,237404,70710,2634
2018-07-01T00:00:00Z,London,North East London ICB,243033.6,NA,10720,663224,364450,320108,93734,6851
2018-07-01T00:00:00Z,London,North West London ICB,294714.6,NA,12945,775695,442151,367974,108388,4600
2018-07-01T00:00:00Z,London,South East London ICB,243580.2,NA,10162,659256,389679,300430,85626,3801
2018-07-01T00:00:00Z,London,South West London ICB,185944.8,NA,7989,517394,327866,218029,71097,3173
2018-07-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,202520.2,NA,6946,530454,335743,245139,55774,4915
2018-07-01T00:00:00Z,Midlands,Black Country ICB,191823.8,NA,6334,513660,318721,234438,51464,8327
2018-07-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,135447.6,NA,3645,424623,312758,159774,31507,4076
2018-07-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,151975.2,NA,4677,434840,330215,171522,38519,5535
2018-07-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,97227,NA,3151,289756,215577,109012,25545,2066
2018-07-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",159200.8,NA,6719,481912,353172,182021,49511,4182
2018-07-01T00:00:00Z,Midlands,Lincolnshire ICB,101915.2,NA,3886,303386,227089,114945,32585,3949
2018-07-01T00:00:00Z,Midlands,Northamptonshire ICB,98999.6,NA,4307,298257,211265,114102,38696,2854
2018-07-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,177366,NA,5274,501732,361839,203836,46930,3492
2018-07-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",69425.8,NA,2465,206615,152040,81987,20705,2268
2018-07-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,171488.6,NA,5181,509591,375085,206130,42445,5436
2018-07-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,243550.6,NA,9502,732717,556178,269144,71105,7142
2018-07-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,496740.8,NA,18714,1330514,914546,558413,150174,16015
2018-07-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,255081.8,NA,8321,753622,541625,311779,71609,6955
2018-07-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,378052.4,NA,12894,1068613,790850,432404,102584,8377
2018-07-01T00:00:00Z,North West,Cheshire and Merseyside ICB,428524.2,NA,20480,1189165,790444,518255,163250,10974
2018-07-01T00:00:00Z,North West,Greater Manchester ICB,459651.6,NA,20832,1271671,895184,521883,162767,11655
2018-07-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,239338,NA,9732,679810,487248,277060,77385,7637
2018-07-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",205726,NA,9874,676135,499402,244024,85153,2219
2018-07-01T00:00:00Z,South East,Frimley ICB,96703.2,NA,4751,298067,207089,114086,40864,882
2018-07-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,239668.8,NA,12179,738312,530723,270617,105886,3667
2018-07-01T00:00:00Z,South East,Kent And Medway ICB,232243.8,NA,11389,701586,475622,277373,98639,3863
2018-07-01T00:00:00Z,South East,Surrey Heartlands ICB,112480.8,NA,4888,363100,272007,130261,41046,1414
2018-07-01T00:00:00Z,South East,Sussex ICB,241689.6,NA,10984,687864,483491,272009,92362,3827
2018-07-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",106985.2,NA,3714,310237,233459,116373,28511,2151
2018-07-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",146113.2,NA,5697,450097,330913,178714,48166,7453
2018-07-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,85477.4,NA,4184,237255,164387,90704,35342,2003
2018-07-01T00:00:00Z,South West,Devon ICB,175568.6,NA,7316,491577,352949,192477,59926,4364
2018-07-01T00:00:00Z,South West,Dorset ICB,124413.4,NA,4919,324940,235495,128116,37523,2391
2018-07-01T00:00:00Z,South West,Gloucestershire ICB,66649.6,NA,2657,197753,146207,72934,18840,1229
2018-07-01T00:00:00Z,South West,Somerset ICB,87928.2,NA,3769,249015,177497,100667,30671,2111
2018-08-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",105153,NA,4405,382518,265573,150001,45000,2178
2018-08-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,91491.2,NA,4443,342677,263020,124348,30811,1328
2018-08-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,171806,NA,6823,653203,460560,254076,74279,2552
2018-08-01T00:00:00Z,East of England,Mid and South Essex ICB,143831.4,NA,5774,537507,374247,217502,62253,2756
2018-08-01T00:00:00Z,East of England,Norfolk and Waveney ICB,123690.6,NA,5908,427277,314410,156446,53096,6740
2018-08-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,106206.8,NA,4662,405731,295128,150283,47640,4646
2018-08-01T00:00:00Z,London,North Central London ICB,158051.6,NA,6501,515022,298922,236928,70571,2579
2018-08-01T00:00:00Z,London,North East London ICB,206749.2,NA,9846,665371,365803,320459,95069,7051
2018-08-01T00:00:00Z,London,North West London ICB,246266.6,NA,10761,777498,443215,368911,108779,4639
2018-08-01T00:00:00Z,London,South East London ICB,220930.2,NA,8494,662315,392175,301710,86349,3761
2018-08-01T00:00:00Z,London,South West London ICB,154695.6,NA,6804,519507,329586,218934,71770,3204
2018-08-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,171751.6,NA,5553,531160,336377,245254,55927,4893
2018-08-01T00:00:00Z,Midlands,Black Country ICB,166480.6,NA,5615,512827,318723,233797,51833,8513
2018-08-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,116933.8,NA,2995,426010,314749,159786,31572,4072
2018-08-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,126407.2,NA,3892,435692,331212,171660,38551,5403
2018-08-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,82342.2,NA,2577,289575,215844,109076,25604,2034
2018-08-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",131664.4,NA,5186,482334,353126,181923,50360,4112
2018-08-01T00:00:00Z,Midlands,Lincolnshire ICB,80549.4,NA,3096,303093,226911,114936,32610,3998
2018-08-01T00:00:00Z,Midlands,Northamptonshire ICB,81519.8,NA,3662,298398,211797,113732,38474,2831
2018-08-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,140947,NA,4671,502082,362495,203917,47012,3431
2018-08-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",56173.8,NA,2131,206632,151960,81926,20624,2259
2018-08-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,141378.2,NA,4488,511819,376883,206934,42698,5572
2018-08-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,199894.2,NA,7884,734745,557616,268953,71796,7152
2018-08-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,381554.2,NA,14929,1333204,916865,558925,150213,15962
2018-08-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,204433.8,NA,6975,753255,542350,310900,71370,6837
2018-08-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,325065.4,NA,10755,1068373,791868,431482,102693,8318
2018-08-01T00:00:00Z,North West,Cheshire and Merseyside ICB,350361.6,NA,17107,1189488,791426,517944,162841,10912
2018-08-01T00:00:00Z,North West,Greater Manchester ICB,379543.4,NA,16758,1271973,895589,520999,162392,11608
2018-08-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,199447.8,NA,7751,679131,486935,276727,77373,7704
2018-08-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",182002.8,NA,8777,678497,501602,244460,85625,2260
2018-08-01T00:00:00Z,South East,Frimley ICB,82539.6,NA,3966,297829,206744,113988,40836,846
2018-08-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,199635.8,NA,11530,739490,532031,270297,106489,3663
2018-08-01T00:00:00Z,South East,Kent And Medway ICB,199834.4,NA,9050,701826,476958,278178,97684,3856
2018-08-01T00:00:00Z,South East,Surrey Heartlands ICB,103482,NA,4180,364890,274089,131259,41338,1439
2018-08-01T00:00:00Z,South East,Sussex ICB,198712.2,NA,9488,688578,484397,271901,92945,3809
2018-08-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",88983.4,NA,3237,310583,234437,116289,28517,2290
2018-08-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",114980.4,NA,4564,449511,330414,177944,48117,7487
2018-08-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,66315.4,NA,3486,237278,164589,90631,34926,1988
2018-08-01T00:00:00Z,South West,Devon ICB,132706.6,NA,6297,490469,352325,191901,59720,4298
2018-08-01T00:00:00Z,South West,Dorset ICB,97306.4,NA,4099,324956,235212,127949,37576,2392
2018-08-01T00:00:00Z,South West,Gloucestershire ICB,55058,NA,2241,199311,147084,73203,19197,1216
2018-08-01T00:00:00Z,South West,Somerset ICB,67744.8,NA,3142,249069,177804,100315,30864,2128
2018-09-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",91022.8,NA,3997,382042,265585,149562,44905,2121
2018-09-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,81646.4,NA,3957,342919,263182,124247,30823,1335
2018-09-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,152043.2,NA,6775,651353,459541,252383,74158,2535
2018-09-01T00:00:00Z,East of England,Mid and South Essex ICB,136296.2,NA,5756,537466,374842,216794,62099,2702
2018-09-01T00:00:00Z,East of England,Norfolk and Waveney ICB,109084.4,NA,5650,426321,313895,155758,52876,6642
2018-09-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,101540.4,NA,4635,408258,297230,150835,47722,4584
2018-09-01T00:00:00Z,London,North Central London ICB,138806.8,NA,6425,514286,298536,235975,70520,2527
2018-09-01T00:00:00Z,London,North East London ICB,176250.2,NA,8334,662766,364283,318444,94802,6842
2018-09-01T00:00:00Z,London,North West London ICB,216965.4,NA,10005,776234,442267,367644,108560,4646
2018-09-01T00:00:00Z,London,South East London ICB,184408.2,NA,7609,661196,391389,300394,86396,3696
2018-09-01T00:00:00Z,London,South West London ICB,137962.6,NA,6332,517616,328093,217755,71662,3183
2018-09-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,153112.8,NA,5112,530155,335938,244542,55692,4899
2018-09-01T00:00:00Z,Midlands,Black Country ICB,148926,NA,5347,510877,317433,232731,51731,8530
2018-09-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,105666.2,NA,3141,425770,314376,159608,31804,4158
2018-09-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,112657.6,NA,3694,436632,332523,171944,38443,5357
2018-09-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,70694.2,NA,2394,287881,214822,108053,25330,2004
2018-09-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",125484.2,NA,5592,483960,353816,182393,51831,4090
2018-09-01T00:00:00Z,Midlands,Lincolnshire ICB,73130.8,NA,3113,302424,226440,114556,32467,4093
2018-09-01T00:00:00Z,Midlands,Northamptonshire ICB,75926.8,NA,3598,297786,211481,113540,38059,2770
2018-09-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,123356,NA,4118,501693,362371,203601,46808,3440
2018-09-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",53148.6,NA,2100,205570,150986,81576,20474,2197
2018-09-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,122609.8,NA,3940,512546,376975,206653,42759,5515
2018-09-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,190916,NA,7702,736304,558820,268928,72157,7130
2018-09-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,349398.4,NA,14108,1334375,917383,558123,150299,15820
2018-09-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,185931.4,NA,6723,752951,543026,309654,71349,6797
2018-09-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,281778.2,NA,9965,1064406,789586,428534,101652,8218
2018-09-01T00:00:00Z,North West,Cheshire and Merseyside ICB,324869,NA,17348,1188391,790977,516148,163060,10828
2018-09-01T00:00:00Z,North West,Greater Manchester ICB,333541.4,NA,15480,1267899,893510,518024,161380,11489
2018-09-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,170544.6,NA,7387,676424,485048,274981,77125,7731
2018-09-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",159753.6,NA,8329,678147,501768,243436,85866,2248
2018-09-01T00:00:00Z,South East,Frimley ICB,67195.6,NA,3379,297262,206805,113300,40488,824
2018-09-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,175194.4,NA,10359,736504,530302,267430,105834,3571
2018-09-01T00:00:00Z,South East,Kent And Medway ICB,171347.4,NA,10127,700798,476127,277189,97780,3782
2018-09-01T00:00:00Z,South East,Surrey Heartlands ICB,86991.6,NA,3844,364835,274349,130813,41316,1440
2018-09-01T00:00:00Z,South East,Sussex ICB,176782.2,NA,8553,686206,483098,270365,92243,3788
2018-09-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",80866.4,NA,3378,309841,233912,115347,28646,2248
2018-09-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",110441,NA,4663,448283,329646,177038,48071,7373
2018-09-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,64047.8,NA,3685,237819,165365,90478,35095,1997
2018-09-01T00:00:00Z,South West,Devon ICB,119251,NA,5886,489049,351266,191166,59557,4221
2018-09-01T00:00:00Z,South West,Dorset ICB,88769.2,NA,3808,324446,234842,127284,37335,2408
2018-09-01T00:00:00Z,South West,Gloucestershire ICB,49319.6,NA,2042,199797,147321,73157,19436,1228
2018-09-01T00:00:00Z,South West,Somerset ICB,60739,NA,2950,248978,178136,99665,30861,2116
