"","DATE","SUB_ICB_CODE","LA_CODE","PATIENT_TYPE","POP"
"6741",2021-06-30,"99C",NA,"Adult",166062
"6742",2021-06-30,"99C",NA,"Child",41851
"6743",2021-06-30,"99E",NA,"Adult",204240
"6744",2021-06-30,"99E",NA,"Child",59980
"6745",2021-06-30,"99F",NA,"Adult",143422
"6746",2021-06-30,"99F",NA,"Child",34322
"6747",2021-06-30,"99G",NA,"Adult",143387
"6748",2021-06-30,"99G",NA,"Child",39738
"6749",2021-06-30,"A3A8R",NA,"Adult",1534626
"6750",2021-06-30,"A3A8R",NA,"Child",488757
"6751",2021-06-30,"B2M3M",NA,"Adult",751969
"6752",2021-06-30,"B2M3M",NA,"Child",197485
"6753",2021-06-30,"D2P2L",NA,"Adult",1046698
"6754",2021-06-30,"D2P2L",NA,"Child",329806
"6755",2021-06-30,"D4U1Y",NA,"Adult",569341
"6756",2021-06-30,"D4U1Y",NA,"Child",175633
"6757",2021-06-30,"D9Y0V",NA,"Adult",1286177
"6758",2021-06-30,"D9Y0V",NA,"Child",323072
"6759",2021-06-30,"M1J4Y",NA,"Adult",718911
"6760",2021-06-30,"M1J4Y",NA,"Child",231963
"6761",2021-06-30,"M2L0M",NA,"Adult",401857
"6762",2021-06-30,"M2L0M",NA,"Child",101133
"6763",2021-06-30,"W2U3Z",NA,"Adult",1630430
"6764",2021-06-30,"W2U3Z",NA,"Child",473289
"6765",2021-06-30,"X2C4Y",NA,"Adult",339693
"6766",2021-06-30,"X2C4Y",NA,"Child",100094
"6767",2021-06-30,NA,"E06000001","Adult",73609
"6768",2021-06-30,NA,"E06000001","Child",20054
"6769",2021-06-30,NA,"E06000002","Adult",108186
"6770",2021-06-30,NA,"E06000002","Child",32794
"6771",2021-06-30,NA,"E06000003","Adult",109542
"6772",2021-06-30,NA,"E06000003","Child",27608
"6773",2021-06-30,NA,"E06000004","Adult",153500
"6774",2021-06-30,NA,"E06000004","Child",43848
"6775",2021-06-30,NA,"E06000005","Adult",84274
"6776",2021-06-30,NA,"E06000005","Child",22529
"6777",2021-06-30,NA,"E06000006","Adult",100640
"6778",2021-06-30,NA,"E06000006","Child",28770
"6779",2021-06-30,NA,"E06000007","Adult",165623
"6780",2021-06-30,NA,"E06000007","Child",44391
"6781",2021-06-30,NA,"E06000008","Adult",110954
"6782",2021-06-30,NA,"E06000008","Child",38742
"6783",2021-06-30,NA,"E06000009","Adult",110231
"6784",2021-06-30,NA,"E06000009","Child",29215
"6785",2021-06-30,NA,"E06000010","Adult",202408
"6786",2021-06-30,NA,"E06000010","Child",57370
"6787",2021-06-30,NA,"E06000011","Adult",278129
"6788",2021-06-30,NA,"E06000011","Child",63044
"6789",2021-06-30,NA,"E06000012","Adult",125045
"6790",2021-06-30,NA,"E06000012","Child",34518
"6791",2021-06-30,NA,"E06000013","Adult",136654
"6792",2021-06-30,NA,"E06000013","Child",35638
"6793",2021-06-30,NA,"E06000014","Adult",173993
"6794",2021-06-30,NA,"E06000014","Child",36625
"6795",2021-06-30,NA,"E06000015","Adult",197424
"6796",2021-06-30,NA,"E06000015","Child",59878
"6797",2021-06-30,NA,"E06000016","Adult",270142
"6798",2021-06-30,NA,"E06000016","Child",84082
"6799",2021-06-30,NA,"E06000017","Adult",32073
"6800",2021-06-30,NA,"E06000017","Child",7854
"6801",2021-06-30,NA,"E06000018","Adult",263829
"6802",2021-06-30,NA,"E06000018","Child",69071
"6803",2021-06-30,NA,"E06000019","Adult",156753
"6804",2021-06-30,NA,"E06000019","Child",36048
"6805",2021-06-30,NA,"E06000020","Adult",138734
"6806",2021-06-30,NA,"E06000020","Child",41120
"6807",2021-06-30,NA,"E06000021","Adult",198463
"6808",2021-06-30,NA,"E06000021","Child",57912
"6809",2021-06-30,NA,"E06000022","Adult",157035
"6810",2021-06-30,NA,"E06000022","Child",36247
"6811",2021-06-30,NA,"E06000023","Adult",369241
"6812",2021-06-30,NA,"E06000023","Child",94136
"6813",2021-06-30,NA,"E06000024","Adult",171341
"6814",2021-06-30,NA,"E06000024","Child",43711
"6815",2021-06-30,NA,"E06000025","Adult",225850
"6816",2021-06-30,NA,"E06000025","Child",59243
"6817",2021-06-30,NA,"E06000026","Adult",209202
"6818",2021-06-30,NA,"E06000026","Child",52898
"6819",2021-06-30,NA,"E06000027","Adult",110705
"6820",2021-06-30,NA,"E06000027","Child",25559
"6821",2021-06-30,NA,"E06000030","Adult",171836
"6822",2021-06-30,NA,"E06000030","Child",50357
"6823",2021-06-30,NA,"E06000031","Adult",150426
"6824",2021-06-30,NA,"E06000031","Child",51833
"6825",2021-06-30,NA,"E06000032","Adult",155565
"6826",2021-06-30,NA,"E06000032","Child",57487
"6827",2021-06-30,NA,"E06000033","Adult",143387
"6828",2021-06-30,NA,"E06000033","Child",39738
"6829",2021-06-30,NA,"E06000034","Adult",129691
"6830",2021-06-30,NA,"E06000034","Child",44650
"6831",2021-06-30,NA,"E06000035","Adult",213577
"6832",2021-06-30,NA,"E06000035","Child",64979
"6833",2021-06-30,NA,"E06000036","Adult",94165
"6834",2021-06-30,NA,"E06000036","Child",28384
"6835",2021-06-30,NA,"E06000037","Adult",122855
"6836",2021-06-30,NA,"E06000037","Child",35595
"6837",2021-06-30,NA,"E06000038","Adult",124771
"6838",2021-06-30,NA,"E06000038","Child",37009
"6839",2021-06-30,NA,"E06000039","Adult",106427
"6840",2021-06-30,NA,"E06000039","Child",43112
"6841",2021-06-30,NA,"E06000040","Adult",116694
"6842",2021-06-30,NA,"E06000040","Child",34728
"6843",2021-06-30,NA,"E06000041","Adult",130702
"6844",2021-06-30,NA,"E06000041","Child",40417
"6845",2021-06-30,NA,"E06000042","Adult",200652
"6846",2021-06-30,NA,"E06000042","Child",68805
"6847",2021-06-30,NA,"E06000043","Adult",240618
"6848",2021-06-30,NA,"E06000043","Child",50267
"6849",2021-06-30,NA,"E06000044","Adult",171149
"6850",2021-06-30,NA,"E06000044","Child",43756
"6851",2021-06-30,NA,"E06000045","Adult",201245
"6852",2021-06-30,NA,"E06000045","Child",51275
"6853",2021-06-30,NA,"E06000046","Adult",117033
"6854",2021-06-30,NA,"E06000046","Child",24738
"6855",2021-06-30,NA,"E06000047","Adult",428626
"6856",2021-06-30,NA,"E06000047","Child",101468
"6857",2021-06-30,NA,"E06000049","Adult",306862
"6858",2021-06-30,NA,"E06000049","Child",77290
"6859",2021-06-30,NA,"E06000050","Adult",274415
"6860",2021-06-30,NA,"E06000050","Child",68656
"6861",2021-06-30,NA,"E06000051","Adult",263123
"6862",2021-06-30,NA,"E06000051","Child",60013
"6863",2021-06-30,NA,"E06000052","Adult",461063
"6864",2021-06-30,NA,"E06000052","Child",108515
"6865",2021-06-30,NA,"E06000054","Adult",393960
"6866",2021-06-30,NA,"E06000054","Child",106064
"6867",2021-06-30,NA,"E06000055","Adult",132603
"6868",2021-06-30,NA,"E06000055","Child",40689
"6869",2021-06-30,NA,"E06000056","Adult",224983
"6870",2021-06-30,NA,"E06000056","Child",63665
"6871",2021-06-30,NA,"E06000057","Adult",263384
"6872",2021-06-30,NA,"E06000057","Child",59050
"6873",2021-06-30,NA,"E06000058","Adult",319763
"6874",2021-06-30,NA,"E06000058","Child",75568
"6875",2021-06-30,NA,"E06000059","Adult",310640
"6876",2021-06-30,NA,"E06000059","Child",67868
"6877",2021-06-30,NA,"E06000060","Adult",NA
"6878",2021-06-30,NA,"E06000060","Child",NA
"6879",2021-06-30,NA,"E06000061","Adult",NA
"6880",2021-06-30,NA,"E06000061","Child",NA
"6881",2021-06-30,NA,"E06000062","Adult",NA
"6882",2021-06-30,NA,"E06000062","Child",NA
"6883",2021-06-30,NA,"E08000001","Adult",219165
"6884",2021-06-30,NA,"E08000001","Child",68385
"6885",2021-06-30,NA,"E08000002","Adult",147701
"6886",2021-06-30,NA,"E08000002","Child",43289
"6887",2021-06-30,NA,"E08000003","Adult",429944
"6888",2021-06-30,NA,"E08000003","Child",122914
"6889",2021-06-30,NA,"E08000004","Adult",177518
"6890",2021-06-30,NA,"E08000004","Child",59592
"6891",2021-06-30,NA,"E08000005","Adult",169113
"6892",2021-06-30,NA,"E08000005","Child",53299
"6893",2021-06-30,NA,"E08000006","Adult",201382
"6894",2021-06-30,NA,"E08000006","Child",57452
"6895",2021-06-30,NA,"E08000007","Adult",229905
"6896",2021-06-30,NA,"E08000007","Child",63518
"6897",2021-06-30,NA,"E08000008","Adult",175829
"6898",2021-06-30,NA,"E08000008","Child",50664
"6899",2021-06-30,NA,"E08000009","Adult",180843
"6900",2021-06-30,NA,"E08000009","Child",56511
"6901",2021-06-30,NA,"E08000010","Adult",259746
"6902",2021-06-30,NA,"E08000010","Child",68916
"6903",2021-06-30,NA,"E08000011","Adult",117060
"6904",2021-06-30,NA,"E08000011","Child",33802
"6905",2021-06-30,NA,"E08000012","Adult",401990
"6906",2021-06-30,NA,"E08000012","Child",96052
"6907",2021-06-30,NA,"E08000013","Adult",143717
"6908",2021-06-30,NA,"E08000013","Child",36868
"6909",2021-06-30,NA,"E08000014","Adult",222353
"6910",2021-06-30,NA,"E08000014","Child",54057
"6911",2021-06-30,NA,"E08000015","Adult",256503
"6912",2021-06-30,NA,"E08000015","Child",67508
"6913",2021-06-30,NA,"E08000016","Adult",195783
"6914",2021-06-30,NA,"E08000016","Child",51083
"6915",2021-06-30,NA,"E08000017","Adult",244972
"6916",2021-06-30,NA,"E08000017","Child",66918
"6917",2021-06-30,NA,"E08000018","Adult",207889
"6918",2021-06-30,NA,"E08000018","Child",57522
"6919",2021-06-30,NA,"E08000019","Adult",467117
"6920",2021-06-30,NA,"E08000019","Child",117736
"6921",2021-06-30,NA,"E08000021","Adult",244369
"6922",2021-06-30,NA,"E08000021","Child",58451
"6923",2021-06-30,NA,"E08000022","Adult",166062
"6924",2021-06-30,NA,"E08000022","Child",41851
"6925",2021-06-30,NA,"E08000023","Adult",120808
"6926",2021-06-30,NA,"E08000023","Child",30168
"6927",2021-06-30,NA,"E08000024","Adult",222856
"6928",2021-06-30,NA,"E08000024","Child",54849
"6929",2021-06-30,NA,"E08000025","Adult",854423
"6930",2021-06-30,NA,"E08000025","Child",287393
"6931",2021-06-30,NA,"E08000026","Adult",291756
"6932",2021-06-30,NA,"E08000026","Child",79765
"6933",2021-06-30,NA,"E08000027","Adult",252052
"6934",2021-06-30,NA,"E08000027","Child",69544
"6935",2021-06-30,NA,"E08000028","Adult",246001
"6936",2021-06-30,NA,"E08000028","Child",82449
"6937",2021-06-30,NA,"E08000029","Adult",168825
"6938",2021-06-30,NA,"E08000029","Child",47549
"6939",2021-06-30,NA,"E08000030","Adult",216508
"6940",2021-06-30,NA,"E08000030","Child",68970
"6941",2021-06-30,NA,"E08000031","Adult",201081
"6942",2021-06-30,NA,"E08000031","Child",62276
"6943",2021-06-30,NA,"E08000032","Adult",397196
"6944",2021-06-30,NA,"E08000032","Child",142580
"6945",2021-06-30,NA,"E08000033","Adult",165337
"6946",2021-06-30,NA,"E08000033","Child",46118
"6947",2021-06-30,NA,"E08000034","Adult",339693
"6948",2021-06-30,NA,"E08000034","Child",100094
"6949",2021-06-30,NA,"E08000035","Adult",623717
"6950",2021-06-30,NA,"E08000035","Child",169422
"6951",2021-06-30,NA,"E08000036","Adult",274467
"6952",2021-06-30,NA,"E08000036","Child",73845
"6953",2021-06-30,NA,"E08000037","Adult",162668
"6954",2021-06-30,NA,"E08000037","Child",39387
"6955",2021-06-30,NA,"E09000001","Adult",8100
"6956",2021-06-30,NA,"E09000001","Child",1546
"6957",2021-06-30,NA,"E09000002","Adult",149359
"6958",2021-06-30,NA,"E09000002","Child",63547
"6959",2021-06-30,NA,"E09000003","Adult",302197
"6960",2021-06-30,NA,"E09000003","Child",93672
"6961",2021-06-30,NA,"E09000004","Adult",191200
"6962",2021-06-30,NA,"E09000004","Child",57087
"6963",2021-06-30,NA,"E09000005","Adult",252084
"6964",2021-06-30,NA,"E09000005","Child",77687
"6965",2021-06-30,NA,"E09000006","Adult",257354
"6966",2021-06-30,NA,"E09000006","Child",74982
"6967",2021-06-30,NA,"E09000007","Adult",217622
"6968",2021-06-30,NA,"E09000007","Child",52407
"6969",2021-06-30,NA,"E09000008","Adult",291779
"6970",2021-06-30,NA,"E09000008","Child",94931
"6971",2021-06-30,NA,"E09000009","Adult",259634
"6972",2021-06-30,NA,"E09000009","Child",82172
"6973",2021-06-30,NA,"E09000010","Adult",249485
"6974",2021-06-30,NA,"E09000010","Child",84309
"6975",2021-06-30,NA,"E09000011","Adult",218895
"6976",2021-06-30,NA,"E09000011","Child",69047
"6977",2021-06-30,NA,"E09000012","Adult",217254
"6978",2021-06-30,NA,"E09000012","Child",63866
"6979",2021-06-30,NA,"E09000013","Adult",148111
"6980",2021-06-30,NA,"E09000013","Child",37032
"6981",2021-06-30,NA,"E09000014","Adult",208800
"6982",2021-06-30,NA,"E09000014","Child",59847
"6983",2021-06-30,NA,"E09000015","Adult",191785
"6984",2021-06-30,NA,"E09000015","Child",59375
"6985",2021-06-30,NA,"E09000016","Adult",201191
"6986",2021-06-30,NA,"E09000016","Child",58361
"6987",2021-06-30,NA,"E09000017","Adult",232793
"6988",2021-06-30,NA,"E09000017","Child",74077
"6989",2021-06-30,NA,"E09000018","Adult",206291
"6990",2021-06-30,NA,"E09000018","Child",65232
"6991",2021-06-30,NA,"E09000019","Adult",200043
"6992",2021-06-30,NA,"E09000019","Child",42424
"6993",2021-06-30,NA,"E09000020","Adult",127206
"6994",2021-06-30,NA,"E09000020","Child",28923
"6995",2021-06-30,NA,"E09000021","Adult",137979
"6996",2021-06-30,NA,"E09000021","Child",39528
"6997",2021-06-30,NA,"E09000022","Adult",263949
"6998",2021-06-30,NA,"E09000022","Child",62085
"6999",2021-06-30,NA,"E09000023","Adult",237281
"7000",2021-06-30,NA,"E09000023","Child",68561
"7001",2021-06-30,NA,"E09000024","Adult",159139
"7002",2021-06-30,NA,"E09000024","Child",47409
"7003",2021-06-30,NA,"E09000025","Adult",267066
"7004",2021-06-30,NA,"E09000025","Child",86068
"7005",2021-06-30,NA,"E09000026","Adult",228975
"7006",2021-06-30,NA,"E09000026","Child",76247
"7007",2021-06-30,NA,"E09000027","Adult",152154
"7008",2021-06-30,NA,"E09000027","Child",45865
"7009",2021-06-30,NA,"E09000028","Adult",253528
"7010",2021-06-30,NA,"E09000028","Child",65302
"7011",2021-06-30,NA,"E09000029","Adult",157886
"7012",2021-06-30,NA,"E09000029","Child",48463
"7013",2021-06-30,NA,"E09000030","Adult",252455
"7014",2021-06-30,NA,"E09000030","Child",72290
"7015",2021-06-30,NA,"E09000031","Adult",210226
"7016",2021-06-30,NA,"E09000031","Child",66757
"7017",2021-06-30,NA,"E09000032","Adult",265215
"7018",2021-06-30,NA,"E09000032","Child",64462
"7019",2021-06-30,NA,"E09000033","Adult",212526
"7020",2021-06-30,NA,"E09000033","Child",48791
"7021",2021-06-30,NA,"E10000003","Adult",517110
"7022",2021-06-30,NA,"E10000003","Child",136427
"7023",2021-06-30,NA,"E10000006","Adult",407485
"7024",2021-06-30,NA,"E10000006","Child",92527
"7025",2021-06-30,NA,"E10000007","Adult",648430
"7026",2021-06-30,NA,"E10000007","Child",154264
"7027",2021-06-30,NA,"E10000008","Adult",655501
"7028",2021-06-30,NA,"E10000008","Child",146874
"7029",2021-06-30,NA,"E10000011","Adult",450891
"7030",2021-06-30,NA,"E10000011","Child",106338
"7031",2021-06-30,NA,"E10000012","Adult",1175026
"7032",2021-06-30,NA,"E10000012","Child",314163
"7033",2021-06-30,NA,"E10000013","Adult",508160
"7034",2021-06-30,NA,"E10000013","Child",128910
"7035",2021-06-30,NA,"E10000014","Adult",1098211
"7036",2021-06-30,NA,"E10000014","Child",284331
"7037",2021-06-30,NA,"E10000015","Adult",916961
"7038",2021-06-30,NA,"E10000015","Child",272558
"7039",2021-06-30,NA,"E10000016","Adult",1237716
"7040",2021-06-30,NA,"E10000016","Child",343839
"7041",2021-06-30,NA,"E10000017","Adult",968757
"7042",2021-06-30,NA,"E10000017","Child",251042
"7043",2021-06-30,NA,"E10000018","Adult",564295
"7044",2021-06-30,NA,"E10000018","Child",141860
"7045",2021-06-30,NA,"E10000019","Adult",614812
"7046",2021-06-30,NA,"E10000019","Child",146412
"7047",2021-06-30,NA,"E10000020","Adult",736104
"7048",2021-06-30,NA,"E10000020","Child",171656
"7049",2021-06-30,NA,"E10000023","Adult",500626
"7050",2021-06-30,NA,"E10000023","Child",117428
"7051",2021-06-30,NA,"E10000024","Adult",660677
"7052",2021-06-30,NA,"E10000024","Child",167547
"7053",2021-06-30,NA,"E10000025","Adult",545544
"7054",2021-06-30,NA,"E10000025","Child",146123
"7055",2021-06-30,NA,"E10000027","Adult",451035
"7056",2021-06-30,NA,"E10000027","Child",111190
"7057",2021-06-30,NA,"E10000028","Adult",709376
"7058",2021-06-30,NA,"E10000028","Child",170184
"7059",2021-06-30,NA,"E10000029","Adult",607759
"7060",2021-06-30,NA,"E10000029","Child",153591
"7061",2021-06-30,NA,"E10000030","Adult",932476
"7062",2021-06-30,NA,"E10000030","Child",263760
"7063",2021-06-30,NA,"E10000031","Adult",460213
"7064",2021-06-30,NA,"E10000031","Child",117720
"7065",2021-06-30,NA,"E10000032","Adult",687873
"7066",2021-06-30,NA,"E10000032","Child",176107
"7067",2021-06-30,NA,"E10000034","Adult",476926
"7068",2021-06-30,NA,"E10000034","Child",118860
"7069",2021-09-30,"00L",NA,"Adult",265019
"7070",2021-09-30,"00L",NA,"Child",58801
"7071",2021-09-30,"00N",NA,"Adult",120878
"7072",2021-09-30,"00N",NA,"Child",30255
"7073",2021-09-30,"00P",NA,"Adult",222881
"7074",2021-09-30,"00P",NA,"Child",54965
"7075",2021-09-30,"00Q",NA,"Adult",111377
"7076",2021-09-30,"00Q",NA,"Child",38653
"7077",2021-09-30,"00R",NA,"Adult",109271
"7078",2021-09-30,"00R",NA,"Child",29110
"7079",2021-09-30,"00T",NA,"Adult",219317
"7080",2021-09-30,"00T",NA,"Child",68931
"7081",2021-09-30,"00V",NA,"Adult",147528
"7082",2021-09-30,"00V",NA,"Child",43180
"7083",2021-09-30,"00X",NA,"Adult",142161
"7084",2021-09-30,"00X",NA,"Child",37336
"7085",2021-09-30,"00Y",NA,"Adult",178178
"7086",2021-09-30,"00Y",NA,"Child",59450
"7087",2021-09-30,"01A",NA,"Adult",297717
"7088",2021-09-30,"01A",NA,"Child",86445
"7089",2021-09-30,"01D",NA,"Adult",169813
"7090",2021-09-30,"01D",NA,"Child",53846
"7091",2021-09-30,"01E",NA,"Adult",160552
"7092",2021-09-30,"01E",NA,"Child",44344
"7093",2021-09-30,"01F",NA,"Adult",100914
"7094",2021-09-30,"01F",NA,"Child",28845
"7095",2021-09-30,"01G",NA,"Adult",204255
"7096",2021-09-30,"01G",NA,"Child",58442
"7097",2021-09-30,"01H",NA,"Adult",259628
"7098",2021-09-30,"01H",NA,"Child",60041
"7099",2021-09-30,"01J",NA,"Adult",118015
"7100",2021-09-30,"01J",NA,"Child",34437
"7101",2021-09-30,"01K",NA,"Adult",273183
"7102",2021-09-30,"01K",NA,"Child",61104
"7103",2021-09-30,"01T",NA,"Adult",127036
"7104",2021-09-30,"01T",NA,"Child",32677
"7105",2021-09-30,"01V",NA,"Adult",94765
"7106",2021-09-30,"01V",NA,"Child",21421
"7107",2021-09-30,"01W",NA,"Adult",230294
"7108",2021-09-30,"01W",NA,"Child",63903
"7109",2021-09-30,"01X",NA,"Adult",144202
"7110",2021-09-30,"01X",NA,"Child",36893
"7111",2021-09-30,"01Y",NA,"Adult",203069
"7112",2021-09-30,"01Y",NA,"Child",57652
"7113",2021-09-30,"02A",NA,"Adult",180953
"7114",2021-09-30,"02A",NA,"Child",56626
"7115",2021-09-30,"02E",NA,"Adult",165220
"7116",2021-09-30,"02E",NA,"Child",44177
"7117",2021-09-30,"02G",NA,"Adult",92242
"7118",2021-09-30,"02G",NA,"Child",22254
"7119",2021-09-30,"02H",NA,"Adult",261328
"7120",2021-09-30,"02H",NA,"Child",69384
"7121",2021-09-30,"02M",NA,"Adult",161099
"7122",2021-09-30,"02M",NA,"Child",34807
"7123",2021-09-30,"02P",NA,"Adult",196450
"7124",2021-09-30,"02P",NA,"Child",51621
"7125",2021-09-30,"02Q",NA,"Adult",94452
"7126",2021-09-30,"02Q",NA,"Child",23828
"7127",2021-09-30,"02T",NA,"Adult",165488
"7128",2021-09-30,"02T",NA,"Child",45951
"7129",2021-09-30,"02X",NA,"Adult",245423
"7130",2021-09-30,"02X",NA,"Child",67362
"7131",2021-09-30,"02Y",NA,"Adult",260730
"7132",2021-09-30,"02Y",NA,"Child",59023
"7133",2021-09-30,"03F",NA,"Adult",201541
"7134",2021-09-30,"03F",NA,"Child",57585
"7135",2021-09-30,"03H",NA,"Adult",124904
"7136",2021-09-30,"03H",NA,"Child",34460
"7137",2021-09-30,"03K",NA,"Adult",137071
"7138",2021-09-30,"03K",NA,"Child",35677
"7139",2021-09-30,"03L",NA,"Adult",207531
"7140",2021-09-30,"03L",NA,"Child",57453
"7141",2021-09-30,"03N",NA,"Adult",470816
"7142",2021-09-30,"03N",NA,"Child",118398
"7143",2021-09-30,"03Q",NA,"Adult",301381
"7144",2021-09-30,"03Q",NA,"Child",67144
"7145",2021-09-30,"03R",NA,"Adult",276606
"7146",2021-09-30,"03R",NA,"Child",74986
"7147",2021-09-30,"03W",NA,"Adult",272120
"7148",2021-09-30,"03W",NA,"Child",69736
"7149",2021-09-30,"04C",NA,"Adult",269967
"7150",2021-09-30,"04C",NA,"Child",84069
"7151",2021-09-30,"04V",NA,"Adult",330248
"7152",2021-09-30,"04V",NA,"Child",81457
"7153",2021-09-30,"04Y",NA,"Adult",110802
"7154",2021-09-30,"04Y",NA,"Child",27508
"7155",2021-09-30,"05D",NA,"Adult",102838
"7156",2021-09-30,"05D",NA,"Child",28386
"7157",2021-09-30,"05G",NA,"Adult",179815
"7158",2021-09-30,"05G",NA,"Child",39971
"7159",2021-09-30,"05Q",NA,"Adult",183485
"7160",2021-09-30,"05Q",NA,"Child",44210
"7161",2021-09-30,"05V",NA,"Adult",128054
"7162",2021-09-30,"05V",NA,"Child",29852
"7163",2021-09-30,"05W",NA,"Adult",205220
"7164",2021-09-30,"05W",NA,"Child",59653
"7165",2021-09-30,"06H",NA,"Adult",698605
"7166",2021-09-30,"06H",NA,"Child",198120
"7167",2021-09-30,"06K",NA,"Adult",447897
"7168",2021-09-30,"06K",NA,"Child",127116
"7169",2021-09-30,"06L",NA,"Adult",328996
"7170",2021-09-30,"06L",NA,"Child",83072
"7171",2021-09-30,"06N",NA,"Adult",457547
"7172",2021-09-30,"06N",NA,"Child",143287
"7173",2021-09-30,"06Q",NA,"Adult",314844
"7174",2021-09-30,"06Q",NA,"Child",83197
"7175",2021-09-30,"06T",NA,"Adult",276543
"7176",2021-09-30,"06T",NA,"Child",68010
"7177",2021-09-30,"07G",NA,"Adult",130150
"7178",2021-09-30,"07G",NA,"Child",45381
"7179",2021-09-30,"07H",NA,"Adult",241511
"7180",2021-09-30,"07H",NA,"Child",70703
"7181",2021-09-30,"07K",NA,"Adult",183277
"7182",2021-09-30,"07K",NA,"Child",47279
"7183",2021-09-30,"09D",NA,"Adult",241406
"7184",2021-09-30,"09D",NA,"Child",50332
"7185",2021-09-30,"10Q",NA,"Adult",536439
"7186",2021-09-30,"10Q",NA,"Child",144435
"7187",2021-09-30,"10R",NA,"Adult",170936
"7188",2021-09-30,"10R",NA,"Child",43756
"7189",2021-09-30,"11J",NA,"Adult",632730
"7190",2021-09-30,"11J",NA,"Child",144050
"7191",2021-09-30,"11M",NA,"Adult",511088
"7192",2021-09-30,"11M",NA,"Child",129562
"7193",2021-09-30,"11N",NA,"Adult",466232
"7194",2021-09-30,"11N",NA,"Child",109293
"7195",2021-09-30,"11X",NA,"Adult",452558
"7196",2021-09-30,"11X",NA,"Child",111293
"7197",2021-09-30,"12F",NA,"Adult",256905
"7198",2021-09-30,"12F",NA,"Child",67431
"7199",2021-09-30,"13T",NA,"Adult",410651
"7200",2021-09-30,"13T",NA,"Child",98123
"7201",2021-09-30,"14L",NA,"Adult",431869
"7202",2021-09-30,"14L",NA,"Child",123872
"7203",2021-09-30,"14Y",NA,"Adult",422415
"7204",2021-09-30,"14Y",NA,"Child",127411
"7205",2021-09-30,"15A",NA,"Adult",378672
"7206",2021-09-30,"15A",NA,"Child",114075
"7207",2021-09-30,"15C",NA,"Adult",771102
"7208",2021-09-30,"15C",NA,"Child",198154
"7209",2021-09-30,"15E",NA,"Adult",891389
"7210",2021-09-30,"15E",NA,"Child",288342
"7211",2021-09-30,"15F",NA,"Adult",628205
"7212",2021-09-30,"15F",NA,"Child",170581
"7213",2021-09-30,"15M",NA,"Adult",822641
"7214",2021-09-30,"15M",NA,"Child",207752
"7215",2021-09-30,"15N",NA,"Adult",982922
"7216",2021-09-30,"15N",NA,"Child",226851
"7217",2021-09-30,"16C",NA,"Adult",529672
"7218",2021-09-30,"16C",NA,"Child",147498
"7219",2021-09-30,"18C",NA,"Adult",636303
"7220",2021-09-30,"18C",NA,"Child",155382
"7221",2021-09-30,"26A",NA,"Adult",837967
"7222",2021-09-30,"26A",NA,"Child",194694
"7223",2021-09-30,"27D",NA,"Adult",583244
"7224",2021-09-30,"27D",NA,"Child",147246
"7225",2021-09-30,"36J",NA,"Adult",441652
"7226",2021-09-30,"36J",NA,"Child",151758
"7227",2021-09-30,"36L",NA,"Adult",1166520
"7228",2021-09-30,"36L",NA,"Child",343221
"7229",2021-09-30,"42D",NA,"Adult",347837
"7230",2021-09-30,"42D",NA,"Child",81370
"7231",2021-09-30,"52R",NA,"Adult",838257
"7232",2021-09-30,"52R",NA,"Child",213938
"7233",2021-09-30,"70F",NA,"Adult",685190
"7234",2021-09-30,"70F",NA,"Child",175759
"7235",2021-09-30,"71E",NA,"Adult",619001
"7236",2021-09-30,"71E",NA,"Child",147332
"7237",2021-09-30,"72Q",NA,"Adult",1420024
"7238",2021-09-30,"72Q",NA,"Child",398202
"7239",2021-09-30,"78H",NA,"Adult",570824
"7240",2021-09-30,"78H",NA,"Child",169287
"7241",2021-09-30,"84H",NA,"Adult",431170
"7242",2021-09-30,"84H",NA,"Child",101979
"7243",2021-09-30,"91Q",NA,"Adult",1456187
"7244",2021-09-30,"91Q",NA,"Child",412012
"7245",2021-09-30,"92A",NA,"Adult",817850
"7246",2021-09-30,"92A",NA,"Child",234575
"7247",2021-09-30,"92G",NA,"Adult",734622
"7248",2021-09-30,"92G",NA,"Child",195342
"7249",2021-09-30,"93C",NA,"Adult",1190717
"7250",2021-09-30,"93C",NA,"Child",335865
"7251",2021-09-30,"97R",NA,"Adult",452277
"7252",2021-09-30,"97R",NA,"Child",106575
"7253",2021-09-30,"99A",NA,"Adult",403730
"7254",2021-09-30,"99A",NA,"Child",96744
"7255",2021-09-30,"99C",NA,"Adult",166854
"7256",2021-09-30,"99C",NA,"Child",42017
"7257",2021-09-30,"99E",NA,"Adult",204255
"7258",2021-09-30,"99E",NA,"Child",60545
"7259",2021-09-30,"99F",NA,"Adult",143563
"7260",2021-09-30,"99F",NA,"Child",34588
"7261",2021-09-30,"99G",NA,"Adult",143037
"7262",2021-09-30,"99G",NA,"Child",39736
"7263",2021-09-30,"A3A8R",NA,"Adult",1543557
"7264",2021-09-30,"A3A8R",NA,"Child",492913
"7265",2021-09-30,"B2M3M",NA,"Adult",763213
"7266",2021-09-30,"B2M3M",NA,"Child",199960
"7267",2021-09-30,"D2P2L",NA,"Adult",1049682
"7268",2021-09-30,"D2P2L",NA,"Child",331127
"7269",2021-09-30,"D4U1Y",NA,"Adult",570125
"7270",2021-09-30,"D4U1Y",NA,"Child",176614
